HHID,TRIPDIST,TRIPSPD,TRIPDUR
112405,5.8372,28.1254,700.1428571
112419,3.183571429,19.67285714,461.6538462
112420,3.914210526,19.36736842,799.2352941
112429,1.655333333,14.02266667,406.1818182
112441,6.199333333,23.05333333,773.0666667
112446,6.599,18.2125,1087
112449,7.321428571,25.20071429,885
112457,4.985333333,19.68466667,895.3846154
112549,2.43125,19.945,660.375
112560,11.68678571,30.27071429,1213.703704
112568,4.911038961,20.66051948,667.972973
112569,4.698571429,18.64071429,909.7
112580,4.498235294,20.37823529,750
112581,3.338571429,19.74238095,552.047619
112587,1.345833333,13.98,301.5833333
112600,5.365555556,23.80111111,696.9411765
112657,10.858125,30.185,1188.7
112723,1.516052632,11.72447368,417.1621622
112735,4.269512195,24.25195122,587.6470588
112768,7.225,22.47333333,905
112782,4.94490566,20.18188679,696.54
112802,6.422666667,27.43866667,816.5333333
112811,4.201666667,15.66583333,722.8
112816,9.924,28.918,957
112826,10.54722222,22.81722222,1315.058824
112828,0.198125,7.9725,89.27272727
112830,6.622307692,25.25153846,766
112838,4.4476,18.4168,604.48
112873,7.396086957,27.0073913,835.0952381
112892,7.486666667,30.49833333,847.6666667
112902,1.983225806,14.27225806,493.5172414
112909,4.986666667,22.10952381,919.85
112920,5.600277778,23.08388889,865.5588235
112925,7.184545455,23.44227273,811.5
112933,3.29,16.94515152,559.862069
112947,10.77631579,24.36105263,1567.75
112949,9.6475,27.33229167,1287.695652
112965,13.27384615,29.65846154,1267.916667
112980,3.129090909,20.12795455,465.0232558
112985,8.573548387,23.42903226,1038.482759
112992,3.407222222,15.62111111,694.9375
112993,4.71,17.65533333,733.5384615
113004,7.752857143,22.97142857,952.2857143
113017,8.867948718,23.68923077,1058.486486
113018,2.0244,16.4664,406.1914894
113020,3.477777778,15.89,830.9117647
113024,8.284736842,21.63052632,1232.157895
113032,4.108863636,22.66772727,621.3023256
113039,1.772857143,16.04857143,380.1666667
113043,5.965,26.20777778,692.9444444
113057,3.633333333,15.585,809.75
113062,15.05411765,34.21176471,1166.705882
113068,3.14,19.236,1323.75
113074,3.527647059,20.12058824,584.6666667
113077,1.840588235,19.87294118,382.75
113080,14.97466667,27.25666667,2309.428571
113099,10.48428571,32.04571429,1014.428571
113112,1.119230769,10.03769231,411.7777778
113118,14.882,19.978,2200
113120,1.007777778,14.35666667,267.5294118
113136,4.151818182,21.65272727,661
113139,17.59173913,31.44695652,1440.347826
113165,1.48125,18.09,283.125
113176,8.537037037,27.67444444,948.28
113187,4.002857143,21.74714286,647.1428571
113188,9.615102041,29.14979592,1098.021277
113193,3.581764706,21.02901961,484.372549
113194,3.161764706,16.50941176,591.5882353
113199,2.938333333,19.61033333,489.7966102
113207,7.176428571,23.42285714,937.9230769
113223,1.218,11.52,347.6666667
113226,3.433243243,18.55351351,608.9428571
113231,4.611,24.3675,515.65
113232,9.292,29.69133333,1021.444444
113243,5.7468,24.6004,798.5652174
113250,2.589090909,15.89090909,533.5714286
113251,2.945405405,20.34,463.3611111
113254,4.663243243,25.62027027,593
113261,12.00727273,29.97909091,1153.4
113263,2.587586207,24.17793103,362.6206897
113264,6.931666667,21.9125,639.6363636
113269,3.858333333,16.61,674.6666667
113275,3.133076923,20.48076923,475.8461538
113278,12.36466667,31.95106667,1253.041667
113280,7.623026316,27.39394737,942.4533333
113287,8.567142857,27.54942857,1036.363636
113302,1.405833333,18.63083333,256.1666667
113303,6.857843137,20.71941176,1009.404255
113304,12.09448276,32.05,989.2413793
113308,4.065277778,20.84916667,521.4117647
113312,7.405208333,25.9375,734.4318182
113315,7.962828283,29.93808081,802.0204082
113322,4.7240625,21.4646875,776.3928571
113332,5.026,22.06033333,670.6909091
113334,4.217222222,21.715,647.5555556
113347,7.506,27.292,755.8235294
113348,11.75789474,32.57315789,1148.833333
113349,4.609230769,23.69307692,565.5833333
113350,3.553043478,22.92347826,495.7727273
113351,1.849655172,15.13551724,582.8518519
113376,3.539,24.09,490.7777778
113382,4.23075,21.4225,603.5789474
113384,8.756129032,30.34129032,1010.035714
113401,5.2944,25.3148,719.88
113429,3.463958333,17.96020833,656.6097561
113433,3.818833333,22.44516667,597.2758621
113435,7.891428571,21.54428571,946.3571429
113437,2.218823529,19.20294118,373.3529412
113438,0.463333333,14.27,123.3333333
113445,7.23,30.17533333,774.9666667
113450,6.351052632,27.83736842,686.5263158
113453,5.457857143,22.91321429,777.9615385
113455,12.68857143,39.99142857,878.5714286
113465,3.142,16.48,698.5555556
113470,3.625185185,23.02259259,502
113483,3.653043478,22.14891304,535.0465116
113494,9.3015625,27.101875,955.6875
113496,8.763695652,26.79152174,891.173913
113498,4.084705882,21.22058824,628.2708333
113499,9.56375,32.4575,1028.375
113502,5.97625,28.260625,669.1875
113515,8.557777778,27.42925926,899.5
113518,8.522352941,22.94352941,890.4705882
113519,3.439285714,20.00357143,560.6428571
113523,13.43769231,37.41153846,1435.583333
113532,4.961153846,21.28884615,811.48
113539,12.17901639,24.46786885,1083.819672
113559,1.138181818,7.033636364,1090.6
113571,11.99833333,29.00333333,1263.62069
113572,9.024166667,26.06166667,1148.545455
113580,8.8165,27.7105,1004.277778
113581,4.179259259,18.47148148,556.4
113582,3.252857143,13.13357143,699.2727273
113595,2.42826087,20.47521739,429.3
113616,5.127714286,23.98428571,725.6285714
113618,4.050606061,24.16484848,517.5
113630,6.67744186,23.32930233,920.225
113639,5.113333333,21.15416667,756.6774194
113647,20.00475,37.525,1886.205882
113655,5.73,31.52325,565.1
113658,4.919444444,22.34111111,764.6111111
113661,2.683513514,19.57459459,442.6486486
113689,1.835625,13.189375,562.6
113697,8.66,22.49,1386
113701,4.831917808,26.21986301,538.6849315
113736,5.772571429,24.47285714,686.5588235
113746,7.448461538,22.34076923,945.1538462
113750,3.124615385,25.08730769,434
113752,5.38826087,28.10782609,620.7272727
113767,4.14,14.81428571,813.2
113770,8.692419355,29.23596774,874.983871
113794,2.086,20.05166667,363.862069
113798,6.39,25.35882353,739.375
113799,4.612857143,18.77428571,811.6923077
113815,5.04,25.4140625,669
113834,2.346818182,13.40409091,514.4736842
113840,6.062333333,24.957,779.2222222
113855,8.428571429,27.95238095,783.5
113870,6.271666667,18.745,1284.5
113879,3.898461538,18.71230769,597.3076923
113880,3.742903226,22.08064516,580
113886,4.339166667,19.35083333,741.6666667
113896,9.562,24.241,1593.75
113899,3.159090909,22.69681818,473.6666667
113901,2.2625,16.174375,515.8571429
113905,2.361363636,19.15363636,427.7272727
113911,12.44162791,34.7755814,1035.02439
113917,5.194,24.901,622.1666667
113931,4.925897436,21.51923077,734.5142857
113932,3.9445,22.2395,553.2105263
113947,5.492077922,25.0761039,688.8051948
113948,5.145757576,30.7530303,514.8125
113951,2.908571429,22.04428571,440.3571429
113957,5.467272727,23.37409091,714.4285714
113959,8.5975,29.535,1017.5625
113962,8.85972973,24.96702703,1034.085714
113964,2.435348837,23.04116279,397.1860465
113969,3.692333333,22.86833333,481.8644068
113974,3.380857143,24.21885714,502.0588235
113994,14.97285714,32.33142857,1650.333333
114085,1.030588235,9.931176471,428.7142857
114091,8.892564103,31.99384615,837.9736842
114097,3.962666667,16.744,680.6363636
114102,3.827777778,21.47111111,475.2857143
114127,1.99,10.83166667,559.6666667
114129,6.1715,25.952,785.1578947
114154,9.97,31.154,1150.6
114155,11.75428571,28.6752381,1156.6
114163,3.495,21.8725,342.8333333
114166,4.774666667,18.98466667,862.2222222
114168,5.4275,21.09083333,815.75
114169,2.674,16.864,576.6666667
114200,5.042105263,26.23526316,606.4736842
114211,13.71595238,25.89761905,1199.078947
114222,1.986923077,19.99576923,377.4615385
114225,3.3475,20.20909091,550.4090909
114235,6.387142857,21.33,659.7142857
114237,8.898571429,28.70732143,865.1636364
114240,6.964166667,23.90666667,1058.818182
114263,3.466666667,19.63,526.5454545
114268,11.05483871,24.95096774,1280.766667
114272,1.434782609,18.7973913,268.1818182
114280,3.576875,20.5675,572.4615385
114285,9.271666667,32.21833333,1043.333333
114319,5.206666667,19.82166667,638.5
114326,2.4316,19.956,338.7391304
114336,9.37,26.53818182,1211.272727
114337,2.32,20.6725,385.8666667
114341,3.18254902,21.49235294,451.9148936
114347,10.491,27.71133333,1387.307692
114348,10.71416667,30.58208333,1146
114352,2.807692308,20.43461538,468.6666667
114354,8.576190476,24.11333333,818.35
114355,4.122777778,25.04527778,556.7058824
114362,3.482631579,20.71315789,615.7631579
114388,6.134782609,25.484,680.5565217
114410,8.26125,27.31675,1002.166667
114411,5.4532,19.6508,924.8
114413,1.932352941,15.11,426.6153846
114417,9.111,28.123,1046.333333
114424,9.2,27.15916667,1014.181818
114427,1.384166667,9.03625,504.2857143
114437,5.28,25.6424,744.5
114443,11.09974684,27.68898734,971.8589744
114446,1.56,16.70952381,370.7619048
114453,11.92594595,35.60135135,1082.583333
114456,5.785652174,21.48782609,547.7391304
114464,3.106578947,23.59184211,465.2162162
114480,5.162666667,24.132,684.9069767
114510,9.8444,29.7116,1405.458333
114534,12.26689655,38.05965517,977
114600,0.653636364,10.02727273,251.4285714
114623,8.489848485,30.49393939,904.9833333
114625,7.709,30.85,804.4444444
114629,4.055652174,18.97565217,490.2173913
114634,6.288518519,27.24962963,757.28
114635,7.225384615,26.40769231,917.8333333
114638,16.6925,25.725,2341
114661,3.2,21.74625,543.875
114663,13.48909091,35.85909091,1293.181818
114678,3.58369863,21.18219178,494.3484848
114682,2.23,20.16461538,386.0833333
114688,6.091176471,24.83617647,754.0967742
114692,4.6,18.50166667,972.1666667
114702,6.078666667,26.6,686.6
114708,2.825666667,18.797,454.2333333
114746,9.564166667,25.59333333,1028.1
114751,14.76416667,27.34583333,1732.5
114757,4.325142857,22.71685714,603.0322581
114769,6.859166667,26.95208333,821.5454545
114772,7.2164,29.6548,812.3541667
114776,5.801764706,25.97323529,719.4242424
114778,15.35931034,26.15103448,1378.535714
114791,1.277142857,13.46,320.3461538
114820,6.2748,28.6704,713.86
114825,8.357647059,29.76352941,829.9117647
114834,7.933214286,26.79571429,948.1111111
114836,9.288421053,27.31736842,1106.055556
114838,5.7665625,23.27125,675.6065574
114841,5.108333333,25.28833333,723.4
114842,1.956086957,20.23043478,338.7826087
114845,4.950606061,22.00545455,773.3870968
114847,8.400638298,31.26106383,783.5957447
114849,7.406949153,28.37694915,684.5862069
114854,5.092352941,34.87411765,505.3529412
114898,7.890645161,25.31709677,935.7096774
114907,9.821111111,25.77407407,1252.5
114919,2.757619048,21.15,457.25
114924,8.515,20.40714286,1528.777778
114925,5.467777778,25.11777778,779.375
114929,0.7125,4.31125,544.3333333
114930,1.612307692,16.39846154,325.5454545
114934,4.396086957,19.35173913,626
114951,3.43125,21.79772727,507.0689655
114957,2.493333333,18.40625,479.6842105
114981,6.027222222,28.08888889,818.2352941
115025,4.7945,20.14133333,695.5862069
115065,9.443333333,21.26694444,1112.965517
115111,7.02490566,28.33264151,800.5
115124,11.22689655,25.63034483,1254.259259
115146,8.33326087,30.16695652,855.5777778
115157,1.302380952,13.60714286,329.15
115158,1.378181818,14.65363636,400.4545455
115161,4.469384615,23.61184615,633.2615385
115177,8.837692308,29.17230769,863.32
115183,3.109230769,21.09230769,483.1666667
115185,13.11214286,39.41285714,1079
115187,6.626875,23.88645833,749.0909091
115194,4.740465116,20.10093023,701.8
115206,3.4475,16.18527778,715.1515152
115230,2.69173913,12.19173913,690.1764706
115245,5.707297297,24.03405405,781.75
115254,2.183571429,15.38857143,505
115255,4.750588235,22.87,705.6875
115257,5.159767442,23.37953488,692.2325581
115289,6.081538462,25.06953846,645.4307692
115295,4.006956522,19.2123913,625.3953488
115298,6.754150943,30.18339623,738.36
115308,8.548205128,26.60230769,939.3055556
115311,8.35304878,28.63817073,915.6
115319,6.521153846,24.31153846,911
115321,2.409,8.157,1084.625
115330,2.506956522,7.929130435,1090.222222
115351,4.63,18.48307692,823.1666667
115355,4.525333333,18.62,707.9
115385,7.812,24.76428571,882.3636364
115391,6.004193548,30.01225806,661.4482759
115402,5.7025,23.65666667,682.125
115408,2.919117647,20.38588235,475.3030303
115414,9.856,30.84866667,1061.214286
115428,11.20296296,26.66222222,942.9615385
115443,6.297073171,24.76097561,721.1794872
115452,5.940714286,23.03642857,770.1818182
115465,9.682352941,31.46,1111
115478,2.41,17.22,396.4375
115480,2.885789474,17.88263158,516.7222222
115487,7.662307692,27.00294872,868.1578947
115488,6.955,28.07583333,732.6363636
115508,8.195185185,22.42296296,975.4
115576,4.604482759,24.17275862,473.6785714
115586,1.371666667,15.76416667,322.8181818
115595,11.86733333,35.706,1037.965517
115649,1.810666667,13.88866667,429.5
115652,7.326969697,28.91787879,787.483871
115655,4.598333333,21.35952381,907.8095238
115666,3.29,24.88142857,494.7142857
115667,11.83238095,23.52047619,1228.95
115668,4.199166667,20.61777778,757.0833333
115693,10.245625,31.180625,960.59375
115709,3.071724138,18.21,715.2916667
115713,5.5126,27.0852,671.244898
115739,13.072,29.584,1369
115740,12.54444444,33.92,1262.111111
115754,5.590714286,19.08857143,754.4615385
115764,1.063,17.412,301.4444444
115791,12.52220779,26.00506494,1033.186667
115793,1.763333333,10.99777778,517.8333333
115794,1.9085,16.0345,407.9473684
115798,5.56047619,26.66285714,615
115801,0.293333333,6.463333333,163
115803,12.19512821,25.92666667,1007.378378
115805,0.844545455,16.14818182,181.2
115808,5.569090909,19.40363636,911.2222222
115812,38.264,32.76333333,2811.916667
115813,4.211304348,22.43434783,653.3478261
115824,2.940666667,18.852,497.9166667
115830,8.15,22.99,1276
115843,3.163571429,22.67321429,489.8846154
115862,9.675957447,30.63148936,1009.333333
115872,6.835833333,18.47,1312.363636
115881,8.127333333,26.888,1051.933333
115889,1.99625,18.82625,372.1666667
115894,7.601944444,20.23416667,1104.8
115895,9.740909091,28.48454545,926.3636364
115905,7.704516129,29.85129032,741.1
115917,4.614864865,21.69108108,644.6
115921,4.508333333,19.42333333,920.6363636
115936,7.42,22.46,915.7037037
115947,9.51875,31.7890625,993.9032258
115962,5.296153846,30.76589744,563.7027027
115994,3.692608696,19.56043478,547.6363636
116016,7.005641026,24.57128205,866.7631579
116032,6.456923077,24.56738462,688.4761905
116041,2.23875,18.76875,420.6
116045,5.01137931,26.16982759,604.9272727
116053,1.666,13.111,454.625
116057,2.9275,17.2125,602
116076,3.723,19.324,1029.625
116086,0.585454545,8.071818182,406.7142857
116087,5.679473684,19.62578947,948.5
116095,3.12125,17.04875,612.1304348
116107,8.081,28.7598,878.9387755
116121,16.96909091,21.89,2661.125
116142,6.9128,25.8852,798.1666667
116152,4.059142857,20.48971429,708.6969697
116173,5.799411765,20.80823529,876.7058824
116183,5.470119048,23.76011905,833.597561
116200,5.3232,20.936,722.5217391
116205,2.8565,19.253,545.375
116208,4.189259259,22.88222222,611.2692308
116221,11.54575758,27.1869697,1023.625
116238,1.13,11.95,325.8
116243,10.77674419,32.52255814,930.5121951
116268,5.228333333,22.73583333,782.2727273
116275,5.7134375,20.8371875,639.2413793
116279,2.403333333,9.456111111,809.3529412
116283,5.723076923,21.74769231,890.7272727
116285,4.212142857,17.69142857,615.5384615
116305,7.853333333,34.04901961,768.2916667
116306,11.612,23.588,1790.25
116315,15.01954545,33.95545455,1451.863636
116317,7.201851852,28.02851852,748.9259259
116335,3.517333333,22.83666667,521.5
116338,2.9025,9.895,1062
116345,5.238636364,24.48818182,755.3
116347,9.778484848,27.41333333,1065.034483
116352,6.875,23.16375,889.6842105
116360,1.672272727,20.68272727,289.8571429
116418,7.150181818,26.04418182,858.0769231
116437,7.287924528,27.27924528,749.2115385
116467,4.901,16.063,795.6666667
116471,6.184901961,24.84745098,790.54
116488,5.187076923,26.61923077,609.2063492
116509,1.986923077,16.97179487,406.7142857
116510,19.88458333,42.65,1449.73913
116533,4,17.09363636,727.5714286
116560,6.359680851,18.66893617,1263.3125
116581,4.262962963,21.40703704,621.44
116593,3.846571429,22.09685714,571.0625
116608,8.461290323,30.51516129,824.0344828
116611,3.043181818,16.43272727,549.5
116615,4.389375,25.705,570.3333333
116621,8.252931034,29.46965517,858.125
116627,8.527272727,29.5230303,832.21875
116633,0.622,3.504,639
116639,2.604210526,19.51105263,365.8333333
116657,8.536956522,27.16282609,818.0888889
116658,16.56292683,36.13926829,1568.868421
116663,9.390833333,26.105,1194.722222
116669,8.401538462,29.31423077,923.7916667
116687,9.457142857,21.31142857,1373.6
116695,5.191666667,22.27033333,759.2
116700,2.348461538,18.26538462,378.0769231
116701,2.808888889,23.89296296,376.0384615
116711,3.220487805,17.01560976,629.7407407
116728,3.838723404,21.86765957,521.1219512
116745,5.538947368,22.38578947,859.0588235
116750,2.232,19.94707692,365.7586207
116776,3.14,24.17,467
116787,3.69125,17.905,751.2142857
116806,2.8236,16.1732,652.4583333
116810,0.53,8.43,226
116825,5.666129032,24.38548387,732.92
116826,2.2025,18.09875,437.6875
116847,5.653863636,20.65295455,979.9772727
116858,4.786666667,26.29692308,637.1578947
116866,7.22425,28.11075,847.5675676
116883,5.20625,21.49333333,673
116902,4.732727273,25.47818182,575.7727273
116910,2.715,12.67444444,717.3181818
116922,9.731428571,22.22380952,1280
116938,3.020487805,15.57207317,670.8163265
116945,2.825483871,19.47580645,439.3571429
116970,4.575081967,25.86131148,611.9
116986,6.116764706,22.10647059,838.7575758
116990,7.884705882,26.79294118,949.6769231
117017,8.91,29.33965517,1010.615385
117037,2.851111111,17.69444444,572.875
117050,5.007906977,23.90139535,605.5581395
117062,7.538,27.36,913.6666667
117072,2.59,15.426,591.4285714
117080,4.591666667,21.3075,629.1818182
117108,5.890833333,25.295,645
117135,10.59166667,24.0525,1057.636364
117142,1.36,9.3525,520.5
117143,10.29368421,26.65947368,1106.166667
117151,1.140632911,14.14,306.4935065
117153,4.811111111,22.61888889,688.7777778
117154,4.465,23.81333333,635.0909091
117162,8.553265306,26.18122449,919.106383
117163,19.7332,37.8684,1376.173913
117164,3.017647059,19.59117647,493.1764706
117173,5.74828125,24.09921875,755.234375
117182,1.528,10.86,507
117194,6.07045977,24.93183908,743.6091954
117200,4.085714286,18.99047619,833.2105263
117238,3.250833333,16.09916667,701.4
117243,11.74423077,25.63423077,1063.652174
117261,9.306086957,24.28826087,1270.421053
117320,7.225833333,23.045,955.3728814
117358,1.17,22.37,188
117372,3.116808511,18.76914894,550.3809524
117381,8.411785714,21.36,959.9166667
117393,5.177692308,18.00538462,823.8181818
117394,3.4134375,22.7559375,478.2295082
117398,5.18375,21.30333333,809.1304348
117406,4.843333333,12.64416667,1335.909091
117407,9.084736842,27.67421053,999.5
117408,5.049090909,27.77181818,570.3181818
117437,11.31428571,29.08904762,1127.166667
117439,2.4875,9.400625,838.4666667
117441,6.423611111,25.2975,883
117451,8.299102564,22.66269231,1230.846154
117470,3.088333333,18.90066667,675.1724138
117503,13.18875,28.33625,1743.714286
117507,2.306222222,15.49266667,482.7272727
117513,4.831,20.965,789.375
117531,6.343888889,20.90888889,915.6111111
117546,6.107391304,30.06869565,722.9545455
117555,7.963125,25.56125,1049.875
117559,3.778095238,24.19047619,497
117563,10.2622449,29.38673469,1168.617021
117567,1.399,13.222,364.1111111
117576,11.45692308,30.93923077,1196.384615
117578,13.45680851,31.85723404,1216.795455
117581,3.428,14.776,877.1666667
117587,7.233846154,19.87461538,1118.777778
117593,3.373888889,20.59555556,505.0555556
117594,8.767560976,26.83585366,950.195122
117599,8.062340426,32.19234043,773.1555556
117601,10.29230769,28.04461538,1288.416667
117605,4.455949367,18.1643038,735.8717949
117612,5.144761905,25.40761905,599.05
117617,2.894166667,12.46916667,1078.25
117619,10.22444444,23.17611111,1242.277778
117621,4.502142857,16.82571429,980.1538462
117623,3.605135135,20.59297297,628.6486486
117626,7.019130435,26.29173913,895.5238095
117628,4.337647059,20.64705882,488.75
117631,5.949545455,22.30409091,892.4285714
117651,14.90787879,30.32272727,1324.096774
117677,2.370714286,17.3075,503.75
117710,1.758,13.722,467.3333333
117712,4.630606061,25.67606061,635.1212121
117729,10.37740741,31.08259259,1182.25
117732,3.13,17.82041667,683.8695652
117750,6.157,21.6908,749.1521739
117762,3.264,20.638,450.5263158
117764,4.981153846,23.40346154,642.0952381
117768,3.812352941,20.77176471,622.4375
117770,7.975714286,19.94571429,1301.272727
117783,1.526111111,14.70611111,291.3888889
117794,5.015555556,21.85,621.8571429
117798,12.02925926,24.03555556,1248.75
117819,6.83484375,28.221875,790.6290323
117823,12.224375,32.0234375,1247.733333
117829,3.414,10.712,1056.6
117850,1.096666667,15.31666667,243.1666667
117862,4.586949153,27.02220339,602.3448276
117867,9.780769231,29.74538462,1043.5
117879,6.402727273,33.01636364,618.9
117880,5.51375,21.62,886.7692308
117888,2.835,14.415625,739.1333333
117890,7.805047619,24.42933333,1045.09
117898,1.831666667,14.6275,470.6666667
117899,4.291724138,16.25172414,983.8571429
117903,3.285925926,14.67074074,808.1538462
117905,5.427586207,18.77413793,998.9230769
117911,4.367142857,24.88571429,596.7142857
117918,6.733661972,25.9371831,808.7428571
117920,6.328301887,21.73264151,861.6603774
117923,2.0525,6.26,1186.5
117926,4.727333333,24.84266667,658.7142857
117930,3.392222222,15.61666667,617.375
117941,2.368928571,17.47178571,440.3
117961,4.64625,21.99203125,639.8032787
117963,5.877173913,26.0373913,631.1521739
117966,4.1545,13.5665,1050.684211
117967,7.6321875,22.09078125,944.7903226
117982,12.75235294,33.83705882,1228.193548
117986,4.013333333,21.00958333,549.75
118004,9.235882353,28.63352941,832.625
118005,2.022105263,17.70894737,393.5625
118019,7.9009375,23.580625,877.1612903
118025,4.767631579,23.46368421,710.7894737
118027,6.891891892,31.43972973,673.5135135
118028,6.104444444,18.19222222,1173.461538
118032,6.149736842,24.14210526,697.8947368
118044,14.73888889,32.76111111,1568.666667
118049,3.168846154,18.49,655.9574468
118051,6.3528125,22.63875,946.6551724
118054,9.354545455,32.30863636,985.95
118059,6.821333333,26.63666667,689.2
118066,0.566363636,13.63545455,153.8888889
118074,4.495,22.399,641.2222222
118083,8.933529412,24.27823529,1120.92
118086,9.721666667,36.56833333,963.6666667
118093,1.995882353,13.29705882,528.2857143
118106,5.63890625,25.06,746.0793651
118110,10.09875,26.178125,1111.083333
118112,5.077358491,21.24792453,727.3137255
118122,12.02913043,28.32652174,1122.434783
118124,8.427777778,32.65,1028.25
118131,3.631081081,22.32027027,651.1111111
118132,3.525,17.78333333,682.8
118139,4.114736842,23.96842105,627.7777778
118140,15.31,31.08,1812.75
118147,8.061333333,27.28733333,1046.066667
118148,3.345,16.30375,684.1904762
118153,5.683529412,24.16058824,692.5
118164,3.369166667,20.18333333,501.3333333
118172,2.580555556,20.54666667,411.6875
118179,4.957,23.8215,700.7894737
118181,4.979285714,24.85517857,568.0185185
118190,4.650952381,27.46714286,590
118195,5.157857143,24.25142857,957.5
118198,6.1008,25.268,730.7916667
118199,6.52625,22.6990625,878.2666667
118200,13.45076923,29.17076923,1458.153846
118206,1.273333333,13.04777778,334.4285714
118210,5.2984,23.5,698.9545455
118215,4.74,26.996,566.1034483
118231,3.911052632,25.42078947,510.7222222
118235,5.997857143,24.78464286,688.4444444
118239,4.447058824,20.66529412,523.7058824
118254,10.29545455,27.93909091,1166.363636
118264,14.2025,25.98125,1897.125
118266,5.57,23.0076,846.9090909
118268,3.96,19.02045455,494.9545455
118276,4.244705882,19.76764706,705.4705882
118284,3.4396875,22.208125,457.2666667
118300,6.414952381,22.85238095,795.1770833
118375,5.570769231,22.57307692,789.5
118408,8.046470588,26.86941176,1256.375
118420,4.817142857,22.02428571,747.6666667
118424,5.526842105,25.01842105,679.3684211
118425,2.135384615,10.94346154,731.08
118426,16.35679245,28.90188679,1440
118442,5.499444444,19.77333333,643.893617
118474,3.186842105,20.13263158,545.2777778
118483,2.438,10.998,1679.5
118506,4.098431373,23.74745098,570.3137255
118509,9.030625,29.756875,924.4285714
118510,6.188,24.777,692.1666667
118530,2.753809524,21.88047619,416.3333333
118571,8.267777778,35.64,818.5
118644,0.113333333,3.086666667,131
118731,5.224375,22.8603125,792.1724138
118737,4.648833333,23.348,731.3157895
118741,2.144666667,16.05333333,409.3333333
118746,4.151904762,23.91142857,574.2
118751,10.03569231,26.38353846,835.8769231
118759,5.63025974,21.34181818,929.7702703
118824,9.26875,17.20375,1617.5
118831,4.118181818,24.16672727,553.2592593
118840,20.73098361,27.27131148,1653.660714
118850,4.054,19.12833333,526.4642857
118857,7.434736842,28.69894737,801.1666667
118859,2.706315789,19.54,479.5
118861,5.741764706,20.77235294,750
118884,6.745454545,24.80318182,852.0952381
118898,5.485454545,27.43409091,606.0909091
118899,1.571111111,13.49,388.3333333
118905,8.7685,26.085,1053.058824
118911,4.970674157,26.05831461,626.8875
118915,7.925217391,26.61521739,979.4090909
118925,10.02069767,26.00534884,1144.564103
118935,7.775555556,23.96555556,1029.941176
118946,5.511538462,21.12107692,691.7540984
118970,15.541,40.535,1216.9
118985,6.015873016,24.65333333,842.75
118996,3.532857143,17.69095238,626.3809524
119008,8.709347826,27.74521739,996.3170732
119012,7.716923077,23.25846154,1167.181818
119026,3.797837838,18.19918919,700.1176471
119029,9.5325,32.8795,875.7
119066,3.094,12.27866667,813.4166667
119067,4.948571429,10.19,1749.333333
119068,0.825,8.84,346.5
119070,3.09375,16.0625,662.2857143
119075,12.99575758,26.26060606,1263.709677
119081,9.249444444,31.56416667,874.8333333
119082,4.453454545,25.75836364,531.245283
119086,3.918125,18.435625,735
119095,6.602666667,23.12733333,993.7857143
119099,7.078181818,34.80727273,706.5454545
119102,4.459130435,21.0826087,661.3684211
119103,11.337,30.12266667,1338.448276
119133,6.112,29.626,654.25
119143,2.38826087,21.99173913,401.4545455
119152,3.590612245,20.10204082,553.2173913
119154,2.616923077,17.70230769,485.75
119155,7.156153846,26.12538462,866.3333333
119156,18.159,24.43866667,1503.310345
119174,4.134736842,10.12263158,1181.111111
119176,5.066428571,23.58214286,638.6666667
119178,3.927083333,23.10458333,577.7272727
119198,3.398,18.714,565.1578947
119205,2.015,21.55681818,316.047619
119220,6.052702703,25.30162162,747.2702703
119240,3.073684211,19.44210526,528.8947368
119241,3.551333333,20.49733333,597.8333333
119245,3.7964,17.478,683.65
119248,1.619,15.652,336
119254,7.92,25.9455,850.4705882
119279,4.769375,26.5775,538.45
119302,2.986363636,18.14909091,591.3636364
119308,4.720526316,21.04157895,667.75
119313,4.312727273,25.18181818,585.7619048
119315,6.415263158,25.73789474,762.2222222
119340,0.71,5.9,431
119355,3.906666667,22.86071429,564.6842105
119401,6.913846154,26.34538462,869.4615385
119423,3.194,13.783,809.8
119424,4.3445,25.495,553.8823529
119432,5.689411765,22.74117647,962
119442,4.901666667,25.06880952,625.7857143
119461,11.52096774,27.88709677,1390
119492,8.389375,22.42,1164.733333
119494,2.972857143,16.45,645.1666667
119495,4.230277778,27.60638889,499
119497,22.95842105,26.40421053,1791
119500,6.227692308,25.01615385,609.3333333
119504,1.973478261,15.65804348,422.0487805
119512,4.37372093,21.94127907,642.4117647
119533,8.23,27.49952381,1029.380952
119534,10.06055556,26.22833333,1198.25
119536,3.410666667,21.52177778,516.0232558
119546,28.68473684,38.11210526,1840.368421
119597,11.56333333,28.71,1133.833333
119653,1.28125,10.1275,431.8333333
119669,6.251489362,25.73765957,752.0217391
119701,18.14047619,21.8252381,2153.066667
119709,9.495,28.21035714,1036.925926
119711,3.409830508,24.39186441,476.7818182
119754,6.696206897,23.54551724,840.12
119757,5.276153846,24.99269231,745.48
119774,1.583448276,17.08206897,319.1206897
119775,4.820361446,26.7546988,579.7777778
119776,5.337,16.459,1380.9
119777,12.82333333,27.61666667,1227.08
119794,10.60916667,25.64166667,1307.818182
119797,21.80692308,45.74230769,2021
119811,6.267407407,20.90555556,839.5769231
119830,5.915,25.8825,680
119842,3.49627451,19.21980392,555.36
