"MOVESRunID","iterationID","yearID","monthID","dayID","hourID","stateID","countyID","zoneID","linkID","pollutantID","processID","sourceTypeID","fuelTypeID","modelYearID","roadTypeID","SCC","emissionQuant","emissionQuantMean","emissionQuantSigma"
1,1,2010,7,5,8,39,39061,390610,943738,98,,,,,,"",0.002895,,
1,1,2010,7,5,8,39,39061,390610,942862,98,,,,,,"",0.00432092,,
1,1,2010,7,5,8,39,39061,390610,942849,98,,,,,,"",0.000221289,,
1,1,2010,7,5,8,39,39061,390610,942693,98,,,,,,"",0.00325156,,
1,1,2010,7,5,8,39,39061,390610,942487,98,,,,,,"",0.00662361,,
1,1,2010,7,5,8,39,39061,390610,942464,98,,,,,,"",0.00190232,,
1,1,2010,7,5,8,39,39061,390610,942144,98,,,,,,"",0.000964673,,
1,1,2010,7,5,8,39,39061,390610,942133,98,,,,,,"",0.00264328,,
1,1,2010,7,5,8,39,39061,390610,942083,98,,,,,,"",0.00578819,,
1,1,2010,7,5,8,39,39061,390610,941598,98,,,,,,"",0.00144877,,
1,1,2010,7,5,8,39,39061,390610,941285,98,,,,,,"",0.00182162,,
1,1,2010,7,5,8,39,39061,390610,940886,98,,,,,,"",0.00411929,,
1,1,2010,7,5,8,39,39061,390610,940877,98,,,,,,"",0.00323232,,
1,1,2010,7,5,8,39,39061,390610,940324,98,,,,,,"",0.0015426,,
1,1,2010,7,5,8,39,39061,390610,940305,98,,,,,,"",0.00144305,,
1,1,2010,7,5,8,39,39061,390610,939772,98,,,,,,"",0.00299676,,
1,1,2010,7,5,8,39,39061,390610,939028,98,,,,,,"",0.00550577,,
1,1,2010,7,5,8,39,39061,390610,938874,98,,,,,,"",0.00342584,,
1,1,2010,7,5,8,39,39061,390610,938817,98,,,,,,"",0.000938646,,
1,1,2010,7,5,8,39,39061,390610,938230,98,,,,,,"",0.00120944,,
1,1,2010,7,5,8,39,39061,390610,938131,98,,,,,,"",0.00142238,,
1,1,2010,7,5,8,39,39061,390610,938110,98,,,,,,"",0.00161431,,
1,1,2010,7,5,8,39,39061,390610,937977,98,,,,,,"",0.00162684,,
1,1,2010,7,5,8,39,39061,390610,937798,98,,,,,,"",0.00208501,,
1,1,2010,7,5,8,39,39061,390610,937142,98,,,,,,"",0.00149809,,
1,1,2010,7,5,8,39,39061,390610,935911,98,,,,,,"",0.00235984,,
1,1,2010,7,5,8,39,39061,390610,935793,98,,,,,,"",0.00273548,,
1,1,2010,7,5,8,39,39061,390610,935723,98,,,,,,"",0.0016098,,
1,1,2010,7,5,8,39,39061,390610,935665,98,,,,,,"",0.0054208,,
1,1,2010,7,5,8,39,39061,390610,935333,98,,,,,,"",0.00218459,,
1,1,2010,7,5,8,39,39061,390610,935219,98,,,,,,"",0.00159257,,
1,1,2010,7,5,8,39,39061,390610,935065,98,,,,,,"",0.00387848,,
1,1,2010,7,5,8,39,39061,390610,935056,98,,,,,,"",0.00497062,,
1,1,2010,7,5,8,39,39061,390610,935039,98,,,,,,"",0.0044102,,
1,1,2010,7,5,8,39,39061,390610,934868,98,,,,,,"",0.00411418,,
1,1,2010,7,5,8,39,39061,390610,934779,98,,,,,,"",0.00287299,,
1,1,2010,7,5,8,39,39061,390610,934721,98,,,,,,"",0.00317524,,
1,1,2010,7,5,8,39,39061,390610,934635,98,,,,,,"",0.004969,,
1,1,2010,7,5,8,39,39061,390610,934633,98,,,,,,"",0.0042511,,
1,1,2010,7,5,8,39,39061,390610,934536,98,,,,,,"",0.00455984,,
1,1,2010,7,5,8,39,39061,390610,934471,98,,,,,,"",0.00486595,,
1,1,2010,7,5,8,39,39061,390610,934461,98,,,,,,"",0.00173202,,
1,1,2010,7,5,8,39,39061,390610,934389,98,,,,,,"",0.000734765,,
1,1,2010,7,5,8,39,39061,390610,934346,98,,,,,,"",0.00189146,,
1,1,2010,7,5,8,39,39061,390610,934319,98,,,,,,"",0.00379685,,
1,1,2010,7,5,8,39,39061,390610,933991,98,,,,,,"",0.0029384,,
1,1,2010,7,5,8,39,39061,390610,933915,98,,,,,,"",0.00107105,,
1,1,2010,7,5,8,39,39061,390610,933866,98,,,,,,"",0.0014649,,
1,1,2010,7,5,8,39,39061,390610,933740,98,,,,,,"",0.00431483,,
1,1,2010,7,5,8,39,39061,390610,933609,98,,,,,,"",0.00124726,,
1,1,2010,7,5,8,39,39061,390610,933514,98,,,,,,"",0.00188536,,
1,1,2010,7,5,8,39,39061,390610,933336,98,,,,,,"",0.00337422,,
1,1,2010,7,5,8,39,39061,390610,933183,98,,,,,,"",0.00120355,,
1,1,2010,7,5,8,39,39061,390610,933155,98,,,,,,"",0.00383298,,
1,1,2010,7,5,8,39,39061,390610,932958,98,,,,,,"",0.0019391,,
1,1,2010,7,5,8,39,39061,390610,932805,98,,,,,,"",0.00439491,,
1,1,2010,7,5,8,39,39061,390610,932708,98,,,,,,"",0.0084434,,
1,1,2010,7,5,8,39,39061,390610,932635,98,,,,,,"",0.00284685,,
1,1,2010,7,5,8,39,39061,390610,932534,98,,,,,,"",0.000659292,,
1,1,2010,7,5,8,39,39061,390610,932406,98,,,,,,"",0.00114128,,
1,1,2010,7,5,8,39,39061,390610,932216,98,,,,,,"",0.00175129,,
1,1,2010,7,5,8,39,39061,390610,931617,98,,,,,,"",0.00616567,,
1,1,2010,7,5,8,39,39061,390610,931584,98,,,,,,"",0.00232437,,
1,1,2010,7,5,8,39,39061,390610,931452,98,,,,,,"",0.00110369,,
1,1,2010,7,5,8,39,39061,390610,931220,98,,,,,,"",0.00298328,,
1,1,2010,7,5,8,39,39061,390610,930984,98,,,,,,"",0.00334655,,
1,1,2010,7,5,8,39,39061,390610,930570,98,,,,,,"",0.000490065,,
1,1,2010,7,5,8,39,39061,390610,930300,98,,,,,,"",0.00410464,,
1,1,2010,7,5,8,39,39061,390610,930126,98,,,,,,"",0.00226148,,
1,1,2010,7,5,8,39,39061,390610,930023,98,,,,,,"",0.00101457,,
1,1,2010,7,5,8,39,39061,390610,929985,98,,,,,,"",0.00515541,,
1,1,2010,7,5,8,39,39061,390610,929971,98,,,,,,"",0.0016415,,
1,1,2010,7,5,8,39,39061,390610,929883,98,,,,,,"",0.00328039,,
1,1,2010,7,5,8,39,39061,390610,929776,98,,,,,,"",0.00172952,,
1,1,2010,7,5,8,39,39061,390610,929770,98,,,,,,"",0.00505932,,
1,1,2010,7,5,8,39,39061,390610,929642,98,,,,,,"",0.0013289,,
1,1,2010,7,5,8,39,39061,390610,929429,98,,,,,,"",0.00424233,,
1,1,2010,7,5,8,39,39061,390610,929290,98,,,,,,"",0.00476809,,
1,1,2010,7,5,8,39,39061,390610,929229,98,,,,,,"",0.00960484,,
1,1,2010,7,5,8,39,39061,390610,929207,98,,,,,,"",0.00714247,,
1,1,2010,7,5,8,39,39061,390610,928931,98,,,,,,"",0.00831331,,
1,1,2010,7,5,8,39,39061,390610,928696,98,,,,,,"",0.00109022,,
1,1,2010,7,5,8,39,39061,390610,928695,98,,,,,,"",0.002246,,
1,1,2010,7,5,8,39,39061,390610,928437,98,,,,,,"",0.00442662,,
1,1,2010,7,5,8,39,39061,390610,928260,98,,,,,,"",0.00142779,,
1,1,2010,7,5,8,39,39061,390610,928031,98,,,,,,"",0.00923403,,
1,1,2010,7,5,8,39,39061,390610,927896,98,,,,,,"",0.00424256,,
1,1,2010,7,5,8,39,39061,390610,927883,98,,,,,,"",0.00293131,,
1,1,2010,7,5,8,39,39061,390610,927860,98,,,,,,"",0.00167917,,
1,1,2010,7,5,8,39,39061,390610,927762,98,,,,,,"",0.00394006,,
1,1,2010,7,5,8,39,39061,390610,927757,98,,,,,,"",0.00361798,,
1,1,2010,7,5,8,39,39061,390610,927655,98,,,,,,"",0.00259846,,
1,1,2010,7,5,8,39,39061,390610,927575,98,,,,,,"",0.00644881,,
1,1,2010,7,5,8,39,39061,390610,927550,98,,,,,,"",0.00232585,,
1,1,2010,7,5,8,39,39061,390610,927505,98,,,,,,"",0.00351047,,
1,1,2010,7,5,8,39,39061,390610,927418,98,,,,,,"",0.0010673,,
1,1,2010,7,5,8,39,39061,390610,927305,98,,,,,,"",0.00194679,,
1,1,2010,7,5,8,39,39061,390610,927099,98,,,,,,"",0.00163411,,
1,1,2010,7,5,8,39,39061,390610,927093,98,,,,,,"",0.00303029,,
1,1,2010,7,5,8,39,39061,390610,927016,98,,,,,,"",0.00152846,,
1,1,2010,7,5,8,39,39061,390610,927007,98,,,,,,"",0.003138,,
1,1,2010,7,5,8,39,39061,390610,926882,98,,,,,,"",0.00240273,,
1,1,2010,7,5,8,39,39061,390610,926860,98,,,,,,"",0.00293916,,
1,1,2010,7,5,8,39,39061,390610,926830,98,,,,,,"",0.00296556,,
1,1,2010,7,5,8,39,39061,390610,926764,98,,,,,,"",0.00406052,,
1,1,2010,7,5,8,39,39061,390610,926673,98,,,,,,"",0.000711359,,
1,1,2010,7,5,8,39,39061,390610,926629,98,,,,,,"",0.00286408,,
1,1,2010,7,5,8,39,39061,390610,926526,98,,,,,,"",0.00219302,,
1,1,2010,7,5,8,39,39061,390610,926485,98,,,,,,"",0.00165506,,
1,1,2010,7,5,8,39,39061,390610,926471,98,,,,,,"",0.00365376,,
1,1,2010,7,5,8,39,39061,390610,926378,98,,,,,,"",0.00213349,,
1,1,2010,7,5,8,39,39061,390610,926294,98,,,,,,"",0.00115244,,
1,1,2010,7,5,8,39,39061,390610,926213,98,,,,,,"",0.00256217,,
1,1,2010,7,5,8,39,39061,390610,925997,98,,,,,,"",0.0016031,,
1,1,2010,7,5,8,39,39061,390610,925902,98,,,,,,"",0.00320813,,
1,1,2010,7,5,8,39,39061,390610,925884,98,,,,,,"",0.00287198,,
1,1,2010,7,5,8,39,39061,390610,925681,98,,,,,,"",0.00233604,,
1,1,2010,7,5,8,39,39061,390610,925532,98,,,,,,"",0.00223252,,
1,1,2010,7,5,8,39,39061,390610,925483,98,,,,,,"",0.0018095,,
1,1,2010,7,5,8,39,39061,390610,925470,98,,,,,,"",0.00323105,,
1,1,2010,7,5,8,39,39061,390610,925440,98,,,,,,"",0.00243942,,
1,1,2010,7,5,8,39,39061,390610,925392,98,,,,,,"",0.00755945,,
1,1,2010,7,5,8,39,39061,390610,925307,98,,,,,,"",0.00282032,,
1,1,2010,7,5,8,39,39061,390610,925040,98,,,,,,"",0.0024386,,
1,1,2010,7,5,8,39,39061,390610,925035,98,,,,,,"",0.00562149,,
1,1,2010,7,5,8,39,39061,390610,924979,98,,,,,,"",0.00409459,,
1,1,2010,7,5,8,39,39061,390610,924964,98,,,,,,"",0.00403307,,
1,1,2010,7,5,8,39,39061,390610,924951,98,,,,,,"",0.00636807,,
1,1,2010,7,5,8,39,39061,390610,924929,98,,,,,,"",0.00185829,,
1,1,2010,7,5,8,39,39061,390610,924927,98,,,,,,"",0.00183731,,
1,1,2010,7,5,8,39,39061,390610,924852,98,,,,,,"",0.00387212,,
1,1,2010,7,5,8,39,39061,390610,924697,98,,,,,,"",0.0020242,,
1,1,2010,7,5,8,39,39061,390610,924672,98,,,,,,"",0.00127671,,
1,1,2010,7,5,8,39,39061,390610,924608,98,,,,,,"",0.000607985,,
1,1,2010,7,5,8,39,39061,390610,924395,98,,,,,,"",0.00124914,,
1,1,2010,7,5,8,39,39061,390610,923984,98,,,,,,"",0.00598477,,
1,1,2010,7,5,8,39,39061,390610,923926,98,,,,,,"",0.0015106,,
1,1,2010,7,5,8,39,39061,390610,923908,98,,,,,,"",0.00302839,,
1,1,2010,7,5,8,39,39061,390610,923857,98,,,,,,"",0.00575033,,
1,1,2010,7,5,8,39,39061,390610,923780,98,,,,,,"",0.0028551,,
1,1,2010,7,5,8,39,39061,390610,923668,98,,,,,,"",0.002496,,
1,1,2010,7,5,8,39,39061,390610,923536,98,,,,,,"",0.00199343,,
1,1,2010,7,5,8,39,39061,390610,923426,98,,,,,,"",0.00198578,,
1,1,2010,7,5,8,39,39061,390610,923406,98,,,,,,"",0.00404144,,
1,1,2010,7,5,8,39,39061,390610,923324,98,,,,,,"",0.003801,,
1,1,2010,7,5,8,39,39061,390610,923280,98,,,,,,"",0.00187491,,
1,1,2010,7,5,8,39,39061,390610,923277,98,,,,,,"",0.00178507,,
1,1,2010,7,5,8,39,39061,390610,923235,98,,,,,,"",0.00206582,,
1,1,2010,7,5,8,39,39061,390610,923094,98,,,,,,"",0.00699238,,
1,1,2010,7,5,8,39,39061,390610,922721,98,,,,,,"",0.000970819,,
1,1,2010,7,5,8,39,39061,390610,922631,98,,,,,,"",0.000682529,,
1,1,2010,7,5,8,39,39061,390610,922618,98,,,,,,"",0.00158165,,
1,1,2010,7,5,8,39,39061,390610,922612,98,,,,,,"",0.00319895,,
1,1,2010,7,5,8,39,39061,390610,922523,98,,,,,,"",0.00240813,,
1,1,2010,7,5,8,39,39061,390610,922497,98,,,,,,"",0.00181943,,
1,1,2010,7,5,8,39,39061,390610,922480,98,,,,,,"",0.00290729,,
1,1,2010,7,5,8,39,39061,390610,922422,98,,,,,,"",0.00125003,,
1,1,2010,7,5,8,39,39061,390610,922341,98,,,,,,"",0.00248463,,
1,1,2010,7,5,8,39,39061,390610,922252,98,,,,,,"",0.00343459,,
1,1,2010,7,5,8,39,39061,390610,922165,98,,,,,,"",0.00283005,,
1,1,2010,7,5,8,39,39061,390610,922030,98,,,,,,"",0.00352284,,
1,1,2010,7,5,8,39,39061,390610,922022,98,,,,,,"",0.00111802,,
1,1,2010,7,5,8,39,39061,390610,921885,98,,,,,,"",0.00382648,,
1,1,2010,7,5,8,39,39061,390610,921838,98,,,,,,"",0.00441002,,
1,1,2010,7,5,8,39,39061,390610,921808,98,,,,,,"",0.00201911,,
1,1,2010,7,5,8,39,39061,390610,921780,98,,,,,,"",0.0020244,,
1,1,2010,7,5,8,39,39061,390610,921728,98,,,,,,"",0.00234669,,
1,1,2010,7,5,8,39,39061,390610,921372,98,,,,,,"",0.00389327,,
1,1,2010,7,5,8,39,39061,390610,921325,98,,,,,,"",0.00341381,,
1,1,2010,7,5,8,39,39061,390610,921316,98,,,,,,"",0.00215405,,
1,1,2010,7,5,8,39,39061,390610,921296,98,,,,,,"",0.00351875,,
1,1,2010,7,5,8,39,39061,390610,921139,98,,,,,,"",0.00158739,,
1,1,2010,7,5,8,39,39061,390610,921130,98,,,,,,"",0.00330384,,
1,1,2010,7,5,8,39,39061,390610,921013,98,,,,,,"",0.00292878,,
1,1,2010,7,5,8,39,39061,390610,921009,98,,,,,,"",0.0037206,,
1,1,2010,7,5,8,39,39061,390610,920970,98,,,,,,"",0.00258034,,
1,1,2010,7,5,8,39,39061,390610,920896,98,,,,,,"",0.00204329,,
1,1,2010,7,5,8,39,39061,390610,920662,98,,,,,,"",0.00364258,,
1,1,2010,7,5,8,39,39061,390610,920492,98,,,,,,"",0.0024468,,
1,1,2010,7,5,8,39,39061,390610,920459,98,,,,,,"",0.00375351,,
1,1,2010,7,5,8,39,39061,390610,920437,98,,,,,,"",0.00148854,,
1,1,2010,7,5,8,39,39061,390610,920274,98,,,,,,"",0.0059224,,
1,1,2010,7,5,8,39,39061,390610,920072,98,,,,,,"",0.00441471,,
1,1,2010,7,5,8,39,39061,390610,919814,98,,,,,,"",0.00272531,,
1,1,2010,7,5,8,39,39061,390610,919812,98,,,,,,"",0.00147391,,
1,1,2010,7,5,8,39,39061,390610,919643,98,,,,,,"",0.00423847,,
1,1,2010,7,5,8,39,39061,390610,919515,98,,,,,,"",0.00240194,,
1,1,2010,7,5,8,39,39061,390610,919506,98,,,,,,"",0.0021919,,
1,1,2010,7,5,8,39,39061,390610,919364,98,,,,,,"",0.00372045,,
1,1,2010,7,5,8,39,39061,390610,919261,98,,,,,,"",0.0040454,,
1,1,2010,7,5,8,39,39061,390610,919125,98,,,,,,"",0.00199683,,
1,1,2010,7,5,8,39,39061,390610,918978,98,,,,,,"",0.0017656,,
1,1,2010,7,5,8,39,39061,390610,918948,98,,,,,,"",0.0028609,,
1,1,2010,7,5,8,39,39061,390610,918829,98,,,,,,"",0.00154979,,
1,1,2010,7,5,8,39,39061,390610,918656,98,,,,,,"",0.000815977,,
1,1,2010,7,5,8,39,39061,390610,918563,98,,,,,,"",0.00291039,,
1,1,2010,7,5,8,39,39061,390610,918376,98,,,,,,"",0.00539789,,
1,1,2010,7,5,8,39,39061,390610,918368,98,,,,,,"",0.00141247,,
1,1,2010,7,5,8,39,39061,390610,918315,98,,,,,,"",0.00111943,,
1,1,2010,7,5,8,39,39061,390610,918269,98,,,,,,"",0.00120609,,
1,1,2010,7,5,8,39,39061,390610,918220,98,,,,,,"",0.000777237,,
1,1,2010,7,5,8,39,39061,390610,918198,98,,,,,,"",0.00345425,,
1,1,2010,7,5,8,39,39061,390610,918099,98,,,,,,"",0.00631315,,
1,1,2010,7,5,8,39,39061,390610,918042,98,,,,,,"",0.0014766,,
1,1,2010,7,5,8,39,39061,390610,917882,98,,,,,,"",0.00233629,,
1,1,2010,7,5,8,39,39061,390610,917794,98,,,,,,"",0.00288561,,
1,1,2010,7,5,8,39,39061,390610,917789,98,,,,,,"",0.00225582,,
1,1,2010,7,5,8,39,39061,390610,917436,98,,,,,,"",0.0012295,,
1,1,2010,7,5,8,39,39061,390610,917294,98,,,,,,"",0.00276768,,
1,1,2010,7,5,8,39,39061,390610,917233,98,,,,,,"",0.00161179,,
1,1,2010,7,5,8,39,39061,390610,917219,98,,,,,,"",0.00687462,,
1,1,2010,7,5,8,39,39061,390610,917051,98,,,,,,"",0.00557141,,
1,1,2010,7,5,8,39,39061,390610,916949,98,,,,,,"",0.00392529,,
1,1,2010,7,5,8,39,39061,390610,916790,98,,,,,,"",0.000796052,,
1,1,2010,7,5,8,39,39061,390610,916730,98,,,,,,"",0.0123937,,
1,1,2010,7,5,8,39,39061,390610,916709,98,,,,,,"",0.000654077,,
1,1,2010,7,5,8,39,39061,390610,916705,98,,,,,,"",0.0029843,,
1,1,2010,7,5,8,39,39061,390610,916467,98,,,,,,"",0.00116866,,
1,1,2010,7,5,8,39,39061,390610,916267,98,,,,,,"",0.0048299,,
1,1,2010,7,5,8,39,39061,390610,916164,98,,,,,,"",0.0061091,,
1,1,2010,7,5,8,39,39061,390610,916107,98,,,,,,"",0.00335936,,
1,1,2010,7,5,8,39,39061,390610,916003,98,,,,,,"",0.00274366,,
1,1,2010,7,5,8,39,39061,390610,915915,98,,,,,,"",0.00329421,,
1,1,2010,7,5,8,39,39061,390610,915842,98,,,,,,"",0.00314372,,
1,1,2010,7,5,8,39,39061,390610,915812,98,,,,,,"",0.00374447,,
1,1,2010,7,5,8,39,39061,390610,915716,98,,,,,,"",0.00283928,,
1,1,2010,7,5,8,39,39061,390610,915684,98,,,,,,"",0.00183555,,
1,1,2010,7,5,8,39,39061,390610,915629,98,,,,,,"",0.00189699,,
1,1,2010,7,5,8,39,39061,390610,915512,98,,,,,,"",0.00533943,,
1,1,2010,7,5,8,39,39061,390610,915483,98,,,,,,"",0.00336916,,
1,1,2010,7,5,8,39,39061,390610,915395,98,,,,,,"",0.00331489,,
1,1,2010,7,5,8,39,39061,390610,915349,98,,,,,,"",0.00332581,,
1,1,2010,7,5,8,39,39061,390610,915326,98,,,,,,"",0.00271158,,
1,1,2010,7,5,8,39,39061,390610,915307,98,,,,,,"",0.00196279,,
1,1,2010,7,5,8,39,39061,390610,915262,98,,,,,,"",0.0026132,,
1,1,2010,7,5,8,39,39061,390610,915148,98,,,,,,"",0.0025999,,
1,1,2010,7,5,8,39,39061,390610,915094,98,,,,,,"",0.00320214,,
1,1,2010,7,5,8,39,39061,390610,915079,98,,,,,,"",0.00306695,,
1,1,2010,7,5,8,39,39061,390610,914981,98,,,,,,"",0.00248667,,
1,1,2010,7,5,8,39,39061,390610,914928,98,,,,,,"",0.00238462,,
1,1,2010,7,5,8,39,39061,390610,914844,98,,,,,,"",0.00200482,,
1,1,2010,7,5,8,39,39061,390610,914838,98,,,,,,"",0.000872228,,
1,1,2010,7,5,8,39,39061,390610,914743,98,,,,,,"",0.000560165,,
1,1,2010,7,5,8,39,39061,390610,914478,98,,,,,,"",0.000960612,,
1,1,2010,7,5,8,39,39061,390610,914367,98,,,,,,"",0.00246979,,
1,1,2010,7,5,8,39,39061,390610,914319,98,,,,,,"",0.00147463,,
1,1,2010,7,5,8,39,39061,390610,914176,98,,,,,,"",0.00254786,,
1,1,2010,7,5,8,39,39061,390610,914007,98,,,,,,"",0.00539244,,
1,1,2010,7,5,8,39,39061,390610,913988,98,,,,,,"",0.00226692,,
1,1,2010,7,5,8,39,39061,390610,913922,98,,,,,,"",0.00330309,,
1,1,2010,7,5,8,39,39061,390610,913868,98,,,,,,"",0.00282224,,
1,1,2010,7,5,8,39,39061,390610,913697,98,,,,,,"",0.00278054,,
1,1,2010,7,5,8,39,39061,390610,913557,98,,,,,,"",0.00198931,,
1,1,2010,7,5,8,39,39061,390610,913509,98,,,,,,"",0.00354789,,
1,1,2010,7,5,8,39,39061,390610,913460,98,,,,,,"",0.00346669,,
1,1,2010,7,5,8,39,39061,390610,913442,98,,,,,,"",0.00489235,,
1,1,2010,7,5,8,39,39061,390610,913428,98,,,,,,"",0.00137757,,
1,1,2010,7,5,8,39,39061,390610,913398,98,,,,,,"",0.00741643,,
1,1,2010,7,5,8,39,39061,390610,913325,98,,,,,,"",0.00448043,,
1,1,2010,7,5,8,39,39061,390610,913315,98,,,,,,"",0.00365386,,
1,1,2010,7,5,8,39,39061,390610,913293,98,,,,,,"",0.00359431,,
1,1,2010,7,5,8,39,39061,390610,913242,98,,,,,,"",0.00175658,,
1,1,2010,7,5,8,39,39061,390610,913221,98,,,,,,"",0.00494456,,
1,1,2010,7,5,8,39,39061,390610,913196,98,,,,,,"",0.00519003,,
1,1,2010,7,5,8,39,39061,390610,913195,98,,,,,,"",0.00159148,,
1,1,2010,7,5,8,39,39061,390610,913187,98,,,,,,"",0.00266714,,
1,1,2010,7,5,8,39,39061,390610,913103,98,,,,,,"",0.00264603,,
1,1,2010,7,5,8,39,39061,390610,913000,98,,,,,,"",0.00227623,,
1,1,2010,7,5,8,39,39061,390610,912948,98,,,,,,"",0.00194525,,
1,1,2010,7,5,8,39,39061,390610,912747,98,,,,,,"",0.00261931,,
1,1,2010,7,5,8,39,39061,390610,912713,98,,,,,,"",0.000653255,,
1,1,2010,7,5,8,39,39061,390610,912693,98,,,,,,"",0.00275043,,
1,1,2010,7,5,8,39,39061,390610,912659,98,,,,,,"",0.000533013,,
1,1,2010,7,5,8,39,39061,390610,912628,98,,,,,,"",0.00070039,,
1,1,2010,7,5,8,39,39061,390610,912587,98,,,,,,"",0.00287879,,
1,1,2010,7,5,8,39,39061,390610,912472,98,,,,,,"",0.00262257,,
1,1,2010,7,5,8,39,39061,390610,912442,98,,,,,,"",0.00149269,,
1,1,2010,7,5,8,39,39061,390610,912316,98,,,,,,"",0.00272656,,
1,1,2010,7,5,8,39,39061,390610,912151,98,,,,,,"",0.00220802,,
