Longitude,Latitude,Speed(kilometer),Course(degrees),Number Of Satellites,HDOP,Altitude(meters),DD/MM/YY,HH:MM:SS,Distance(meters)
-084.463050,39.158426,0,202.00,6,1.30,181.00,30/8/2009,14:22:20,0
-084.463048,39.158428,0,202.00,6,1.30,181.00,30/8/2009,14:22:21,0
-084.463043,39.158435,0,202.00,6,1.30,181.00,30/8/2009,14:22:22,0
-084.463043,39.158436,0,202.00,6,1.30,181.00,30/8/2009,14:22:23,0
-084.463031,39.158433,0,202.00,6,1.30,181.00,30/8/2009,14:22:24,1
-084.463025,39.158430,0,202.00,6,1.30,181.00,30/8/2009,14:22:25,0
-084.463025,39.158436,0,202.00,6,1.30,181.00,30/8/2009,14:22:26,0
-084.463015,39.158443,0,80.00,5,1.47,181.00,30/8/2009,14:22:27,1
-084.463013,39.158443,0,86.00,6,1.30,181.00,30/8/2009,14:22:28,0
-084.463011,39.158458,0,72.00,6,1.30,181.00,30/8/2009,14:22:29,1
-084.463003,39.158465,0,76.00,6,1.30,180.00,30/8/2009,14:22:30,1
-084.463003,39.158465,0,84.00,6,1.30,180.00,30/8/2009,14:22:31,0
-084.462998,39.158470,0,72.00,6,1.30,180.00,30/8/2009,14:22:32,0
-084.463000,39.158475,0,60.00,6,1.30,180.00,30/8/2009,14:22:33,0
-084.462998,39.158473,0,76.00,6,1.30,180.00,30/8/2009,14:22:34,0
-084.462995,39.158476,2,76.00,6,1.30,181.00,30/8/2009,14:22:35,0
-084.462986,39.158480,2,74.00,6,1.30,181.00,30/8/2009,14:22:36,0
-084.462990,39.158483,2,62.00,6,1.30,181.00,30/8/2009,14:22:37,0
-084.462990,39.158480,0,60.00,6,1.30,180.00,30/8/2009,14:22:38,0
-084.462993,39.158478,0,60.00,6,1.30,180.00,30/8/2009,14:22:39,0
-084.462990,39.158481,0,60.00,6,1.30,180.00,30/8/2009,14:22:40,0
-084.462986,39.158483,0,60.00,5,1.94,180.00,30/8/2009,14:22:41,0
-084.462986,39.158483,0,60.00,6,1.30,180.00,30/8/2009,14:22:42,0
-084.462983,39.158485,0,60.00,6,1.30,180.00,30/8/2009,14:22:43,0
-084.462983,39.158485,0,60.00,6,1.30,180.00,30/8/2009,14:22:44,0
-084.462995,39.158498,0,346.00,6,1.30,180.00,30/8/2009,14:22:45,1
-084.463001,39.158483,0,346.00,6,1.34,180.00,30/8/2009,14:22:46,1
-084.463003,39.158468,0,346.00,6,1.30,180.00,30/8/2009,14:22:47,1
-084.463003,39.158468,0,184.00,6,1.30,181.00,30/8/2009,14:22:48,0
-084.463006,39.158460,0,198.00,6,1.30,180.00,30/8/2009,14:22:49,0
-084.462996,39.158461,0,190.00,6,1.30,180.00,30/8/2009,14:22:50,0
-084.463005,39.158458,0,186.00,6,1.30,180.00,30/8/2009,14:22:51,0
-084.463005,39.158458,0,186.00,6,1.30,181.00,30/8/2009,14:22:52,0
-084.462983,39.158481,0,184.00,6,1.30,181.00,30/8/2009,14:22:53,3
-084.462986,39.158485,0,180.00,6,1.30,181.00,30/8/2009,14:22:54,0
-084.462978,39.158480,0,180.00,6,1.30,180.00,30/8/2009,14:22:55,0
-084.462975,39.158470,0,184.00,6,1.30,180.00,30/8/2009,14:22:56,1
-084.462975,39.158478,0,184.00,6,1.30,180.00,30/8/2009,14:22:57,0
-084.462961,39.158493,0,184.00,6,1.30,180.00,30/8/2009,14:22:58,2
-084.462955,39.158491,0,184.00,6,1.30,180.00,30/8/2009,14:22:59,0
-084.462945,39.158491,0,184.00,6,1.30,180.00,30/8/2009,14:23:0,0
-084.462943,39.158493,0,184.00,5,1.36,180.00,30/8/2009,14:23:1,0
-084.462943,39.158493,0,184.00,5,1.36,180.00,30/8/2009,14:23:2,0
-084.462951,39.158500,0,184.00,5,1.36,180.00,30/8/2009,14:23:3,1
-084.462955,39.158503,0,184.00,5,1.36,180.00,30/8/2009,14:23:4,0
-084.462955,39.158503,0,184.00,5,1.36,181.00,30/8/2009,14:23:5,0
-084.462953,39.158503,0,184.00,6,1.30,180.00,30/8/2009,14:23:6,0
-084.462950,39.158500,0,184.00,6,1.30,180.00,30/8/2009,14:23:7,0
-084.462953,39.158503,0,184.00,6,1.29,180.00,30/8/2009,14:23:8,0
-084.462950,39.158511,0,184.00,5,1.36,180.00,30/8/2009,14:23:9,0
-084.462948,39.158513,0,200.00,6,1.30,181.00,30/8/2009,14:23:10,0
-084.462946,39.158515,0,200.00,6,1.29,180.00,30/8/2009,14:23:11,0
-084.462940,39.158528,0,200.00,6,1.29,180.00,30/8/2009,14:23:12,1
-084.462938,39.158530,0,200.00,6,1.29,180.00,30/8/2009,14:23:13,0
-084.462938,39.158538,0,200.00,6,1.29,180.00,30/8/2009,14:23:14,0
-084.462930,39.158540,0,200.00,6,1.30,180.00,30/8/2009,14:23:15,0
-084.462926,39.158550,0,200.00,6,1.29,180.00,30/8/2009,14:23:16,1
-084.462933,39.158570,0,200.00,6,1.29,180.00,30/8/2009,14:23:17,2
-084.462936,39.158575,0,200.00,6,1.30,180.00,30/8/2009,14:23:18,0
-084.462936,39.158575,0,200.00,6,1.34,180.00,30/8/2009,14:23:19,0
-084.462943,39.158576,0,200.00,6,1.29,180.00,30/8/2009,14:23:20,0
-084.462943,39.158575,0,200.00,6,1.33,180.00,30/8/2009,14:23:21,0
-084.462943,39.158575,0,200.00,6,1.33,184.00,30/8/2009,14:23:22,0
-084.462955,39.158590,0,200.00,6,1.36,185.00,30/8/2009,14:23:23,1
-084.462951,39.158593,0,200.00,6,1.48,185.00,30/8/2009,14:23:24,0
-084.462950,39.158596,0,200.00,5,1.36,186.00,30/8/2009,14:23:25,0
-084.462955,39.158598,0,200.00,5,1.48,188.00,30/8/2009,14:23:26,0
-084.462958,39.158601,0,200.00,5,1.36,189.00,30/8/2009,14:23:27,0
-084.462956,39.158601,0,200.00,5,1.36,189.00,30/8/2009,14:23:28,0
-084.463036,39.158645,0,200.00,6,1.29,213.00,30/8/2009,14:23:29,8
-084.463035,39.158645,0,200.00,6,1.29,213.00,30/8/2009,14:23:30,0
-084.463035,39.158645,0,200.00,5,1.36,213.00,30/8/2009,14:23:31,0
-084.463033,39.158646,0,200.00,6,1.29,213.00,30/8/2009,14:23:32,0
-084.463030,39.158646,0,200.00,5,1.35,213.00,30/8/2009,14:23:33,0
-084.463026,39.158646,0,200.00,5,1.36,213.00,30/8/2009,14:23:34,0
-084.463025,39.158648,0,200.00,5,1.36,213.00,30/8/2009,14:23:35,0
-084.463023,39.158650,0,200.00,5,1.36,213.00,30/8/2009,14:23:36,0
-084.463021,39.158651,0,200.00,5,1.35,213.00,30/8/2009,14:23:37,0
-084.463020,39.158651,0,200.00,5,1.36,213.00,30/8/2009,14:23:38,0
-084.463018,39.158653,0,200.00,5,1.35,213.00,30/8/2009,14:23:39,0
-084.463016,39.158653,0,200.00,6,1.29,213.00,30/8/2009,14:23:40,0
-084.463016,39.158655,0,200.00,6,1.29,213.00,30/8/2009,14:23:41,0
-084.463016,39.158655,0,64.00,6,1.29,213.00,30/8/2009,14:23:42,0
-084.463013,39.158655,0,72.00,6,1.29,213.00,30/8/2009,14:23:43,0
-084.463013,39.158655,0,72.00,5,1.35,213.00,30/8/2009,14:23:44,0
-084.463011,39.158655,0,72.00,6,1.29,213.00,30/8/2009,14:23:45,0
-084.463010,39.158655,0,66.00,6,1.29,213.00,30/8/2009,14:23:46,0
-084.463010,39.158655,0,66.00,6,1.29,213.00,30/8/2009,14:23:47,0
-084.463006,39.158656,0,52.00,5,1.35,213.00,30/8/2009,14:23:48,0
-084.463005,39.158658,0,48.00,6,1.29,213.00,30/8/2009,14:23:49,0
-084.463005,39.158660,0,42.00,6,1.29,213.00,30/8/2009,14:23:50,0
-084.463003,39.158660,0,38.00,6,1.29,213.00,30/8/2009,14:23:51,0
-084.463001,39.158661,0,32.00,6,1.29,213.00,30/8/2009,14:23:52,0
-084.463001,39.158663,0,36.00,6,1.33,213.00,30/8/2009,14:23:53,0
-084.463001,39.158663,0,36.00,6,1.29,213.00,30/8/2009,14:23:54,0
-084.463001,39.158663,0,38.00,6,1.29,213.00,30/8/2009,14:23:55,0
-084.463000,39.158663,0,48.00,6,1.29,213.00,30/8/2009,14:23:56,0
-084.462998,39.158663,0,46.00,6,1.29,213.00,30/8/2009,14:23:57,0
-084.462996,39.158665,0,46.00,6,1.29,213.00,30/8/2009,14:23:58,0
-084.462995,39.158666,0,38.00,6,1.29,213.00,30/8/2009,14:23:59,0
-084.462995,39.158668,0,32.00,6,1.29,213.00,30/8/2009,14:24:0,0
-084.462995,39.158668,0,30.00,5,1.35,213.00,30/8/2009,14:24:1,0
-084.462991,39.158673,0,30.00,6,1.29,213.00,30/8/2009,14:24:2,0
-084.462990,39.158675,0,32.00,6,1.29,213.00,30/8/2009,14:24:3,0
-084.462988,39.158675,0,32.00,7,1.29,213.00,30/8/2009,14:24:4,0
-084.462986,39.158678,0,34.00,6,1.35,213.00,30/8/2009,14:24:5,0
-084.462986,39.158676,0,34.00,6,1.35,212.00,30/8/2009,14:24:6,0
-084.462980,39.158670,0,36.00,6,1.35,212.00,30/8/2009,14:24:7,0
-084.462978,39.158670,0,40.00,6,1.35,212.00,30/8/2009,14:24:8,0
-084.462968,39.158670,0,42.00,6,1.35,211.00,30/8/2009,14:24:9,0
-084.462963,39.158663,0,46.00,6,1.35,211.00,30/8/2009,14:24:10,0
-084.462961,39.158665,0,52.00,6,1.35,211.00,30/8/2009,14:24:11,0
-084.462960,39.158665,0,54.00,6,1.35,211.00,30/8/2009,14:24:12,0
-084.462956,39.158666,0,58.00,6,1.35,211.00,30/8/2009,14:24:13,0
-084.462955,39.158666,0,58.00,7,1.29,211.00,30/8/2009,14:24:14,0
-084.462951,39.158668,0,58.00,7,1.29,211.00,30/8/2009,14:24:15,0
-084.462948,39.158670,0,58.00,7,1.29,211.00,30/8/2009,14:24:16,0
-084.462946,39.158670,0,56.00,7,1.29,211.00,30/8/2009,14:24:17,0
-084.462950,39.158668,0,58.00,7,1.10,210.00,30/8/2009,14:24:18,0
-084.462951,39.158665,0,58.00,7,1.10,210.00,30/8/2009,14:24:19,0
-084.462946,39.158661,0,58.00,7,1.10,210.00,30/8/2009,14:24:20,0
-084.462948,39.158470,0,100.00,4,1.97,183.00,31/8/2009,11:11:59,21
-084.462971,39.158466,0,100.00,4,1.96,183.00,31/8/2009,11:12:0,1
-084.462980,39.158463,0,100.00,4,1.96,183.00,31/8/2009,11:12:1,0
-084.462988,39.158458,0,100.00,6,1.21,183.00,31/8/2009,11:12:2,0
-084.462996,39.158453,0,100.00,7,1.15,183.00,31/8/2009,11:12:3,0
-084.463003,39.158448,0,194.00,7,1.15,183.00,31/8/2009,11:12:4,0
-084.463005,39.158443,0,186.00,7,1.15,183.00,31/8/2009,11:12:5,0
-084.463003,39.158438,0,182.00,7,1.15,183.00,31/8/2009,11:12:6,0
-084.463001,39.158436,0,182.00,7,1.15,183.00,31/8/2009,11:12:7,0
-084.463000,39.158433,0,186.00,7,1.15,183.00,31/8/2009,11:12:8,0
-084.462996,39.158431,0,184.00,7,1.15,183.00,31/8/2009,11:12:9,0
-084.462995,39.158430,0,190.00,8,0.99,183.00,31/8/2009,11:12:10,0
-084.462990,39.158431,0,190.00,8,0.99,183.00,31/8/2009,11:12:11,0
-084.462991,39.158430,0,190.00,9,0.96,183.00,31/8/2009,11:12:12,0
-084.463001,39.158433,0,190.00,9,0.96,183.00,31/8/2009,11:12:13,0
-084.463001,39.158436,0,190.00,9,0.96,183.00,31/8/2009,11:12:14,0
-084.462985,39.158433,0,190.00,9,0.96,183.00,31/8/2009,11:12:15,1
-084.462968,39.158431,0,190.00,9,0.96,183.00,31/8/2009,11:12:16,1
-084.462956,39.158433,0,190.00,9,0.96,183.00,31/8/2009,11:12:17,1
-084.462943,39.158435,0,190.00,9,0.96,183.00,31/8/2009,11:12:18,1
-084.462933,39.158438,0,190.00,9,0.96,183.00,31/8/2009,11:12:19,0
-084.462930,39.158436,0,190.00,9,0.96,183.00,31/8/2009,11:12:20,0
-084.462936,39.158445,0,190.00,9,0.96,183.00,31/8/2009,11:12:21,1
-084.462935,39.158448,0,190.00,9,0.96,183.00,31/8/2009,11:12:22,0
-084.462933,39.158451,0,190.00,9,0.96,183.00,31/8/2009,11:12:23,0
-084.462933,39.158451,0,190.00,9,0.96,183.00,31/8/2009,11:12:24,0
-084.462931,39.158455,0,190.00,9,0.96,183.00,31/8/2009,11:12:25,0
-084.462931,39.158458,0,190.00,9,0.96,183.00,31/8/2009,11:12:26,0
-084.462933,39.158460,0,190.00,9,0.96,183.00,31/8/2009,11:12:27,0
-084.462940,39.158456,0,190.00,9,0.96,183.00,31/8/2009,11:12:28,0
-084.462945,39.158453,0,190.00,9,0.96,183.00,31/8/2009,11:12:29,0
-084.462955,39.158453,0,190.00,9,0.96,183.00,31/8/2009,11:12:30,0
-084.462960,39.158450,0,190.00,9,0.96,183.00,31/8/2009,11:12:31,0
-084.462966,39.158451,0,190.00,9,0.96,183.00,31/8/2009,11:12:32,0
-084.462968,39.158455,0,190.00,9,0.96,183.00,31/8/2009,11:12:33,0
-084.463046,39.158450,0,190.00,9,0.96,185.00,31/8/2009,11:12:34,6
-084.463080,39.158455,0,190.00,9,0.96,187.00,31/8/2009,11:12:35,2
-084.463093,39.158460,0,190.00,9,0.96,187.00,31/8/2009,11:12:36,1
-084.463108,39.158458,0,190.00,9,0.96,187.00,31/8/2009,11:12:37,1
-084.463115,39.158463,0,190.00,9,0.96,188.00,31/8/2009,11:12:38,0
-084.463126,39.158463,0,190.00,9,0.96,188.00,31/8/2009,11:12:39,0
-084.463130,39.158468,0,190.00,9,0.96,189.00,31/8/2009,11:12:40,0
-084.463130,39.158470,0,190.00,9,0.96,189.00,31/8/2009,11:12:41,0
-084.463130,39.158470,0,190.00,9,0.96,189.00,31/8/2009,11:12:42,0
-084.463130,39.158470,0,190.00,9,0.96,189.00,31/8/2009,11:12:43,0
-084.463130,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:12:44,0
-084.463131,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:12:45,0
-084.463131,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:12:46,0
-084.463133,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:12:47,0
-084.463131,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:12:48,0
-084.463131,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:12:49,0
-084.463130,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:12:50,0
-084.463130,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:12:51,0
-084.463130,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:12:52,0
-084.463130,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:12:53,0
-084.463128,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:12:54,0
-084.463126,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:12:55,0
-084.463125,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:12:56,0
-084.463123,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:12:57,0
-084.463120,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:12:58,0
-084.463118,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:12:59,0
-084.463116,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:0,0
-084.463115,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:1,0
-084.463113,39.158475,0,190.00,9,0.96,189.00,31/8/2009,11:13:2,0
-084.463113,39.158475,0,190.00,9,0.96,189.00,31/8/2009,11:13:3,0
-084.463111,39.158475,0,190.00,9,0.96,189.00,31/8/2009,11:13:4,0
-084.463111,39.158475,0,190.00,9,0.96,189.00,31/8/2009,11:13:5,0
-084.463111,39.158475,0,190.00,9,0.96,189.00,31/8/2009,11:13:6,0
-084.463110,39.158475,0,190.00,9,0.96,189.00,31/8/2009,11:13:7,0
-084.463110,39.158475,0,190.00,8,1.20,189.00,31/8/2009,11:13:8,0
-084.463110,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:9,0
-084.463108,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:10,0
-084.463108,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:11,0
-084.463108,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:12,0
-084.463108,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:13,0
-084.463108,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:14,0
-084.463110,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:15,0
-084.463111,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:16,0
-084.463111,39.158473,0,190.00,9,0.96,189.00,31/8/2009,11:13:17,0
-084.463113,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:13:18,0
-084.463115,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:13:19,0
-084.463116,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:13:20,0
-084.463116,39.158470,0,190.00,9,0.96,189.00,31/8/2009,11:13:21,0
-084.463116,39.158470,0,190.00,9,0.96,189.00,31/8/2009,11:13:22,0
-084.463116,39.158470,0,190.00,9,0.96,189.00,31/8/2009,11:13:23,0
-084.463118,39.158470,0,190.00,9,0.96,189.00,31/8/2009,11:13:24,0
-084.463118,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:13:25,0
-084.463118,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:13:26,0
-084.463118,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:13:27,0
-084.463120,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:13:28,0
-084.463120,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:13:29,0
-084.463121,39.158471,0,190.00,9,0.96,189.00,31/8/2009,11:13:30,0
-084.463121,39.158470,0,190.00,9,0.96,189.00,31/8/2009,11:13:31,0
-084.463123,39.158470,0,190.00,9,0.96,189.00,31/8/2009,11:13:32,0
-084.463123,39.158470,0,190.00,9,0.96,189.00,31/8/2009,11:13:33,0
-084.463123,39.158468,0,190.00,9,0.96,189.00,31/8/2009,11:13:34,0
-084.463125,39.158468,0,190.00,9,0.96,189.00,31/8/2009,11:13:35,0
-084.463126,39.158468,0,190.00,9,0.96,189.00,31/8/2009,11:13:36,0
-084.463126,39.158468,0,190.00,9,0.96,189.00,31/8/2009,11:13:37,0
-084.463128,39.158466,0,190.00,9,0.96,189.00,31/8/2009,11:13:38,0
-084.463128,39.158466,0,190.00,9,0.96,189.00,31/8/2009,11:13:39,0
-084.463130,39.158465,0,190.00,9,0.96,189.00,31/8/2009,11:13:40,0
-084.463130,39.158463,0,190.00,9,0.96,189.00,31/8/2009,11:13:41,0
-084.463131,39.158463,0,190.00,9,0.96,189.00,31/8/2009,11:13:42,0
-084.463131,39.158461,0,190.00,9,0.96,189.00,31/8/2009,11:13:43,0
-084.463131,39.158460,0,190.00,9,0.96,189.00,31/8/2009,11:13:44,0
