Longitude,Latitude,Speed(kilometer),Course(degrees),Number Of Satellites,HDOP,Altitude(meters),DD/MM/YY,HH:MM:SS,Distance(meters)
-084.619541,39.102278,0,110.00,5,6.40,278.00,14/9/2009,12:4:47,0
-084.619541,39.102278,0,110.00,5,6.40,278.00,14/9/2009,12:4:48,0
-084.619541,39.102278,0,110.00,5,6.40,278.00,14/9/2009,12:4:49,0
-084.619541,39.102278,0,110.00,5,6.30,278.00,14/9/2009,12:4:50,0
-084.619543,39.102280,0,102.00,5,1.13,278.00,14/9/2009,12:4:51,0
-084.619541,39.102283,0,96.00,5,6.30,278.00,14/9/2009,12:4:52,0
-084.619541,39.102286,0,90.00,5,6.30,278.00,14/9/2009,12:4:53,0
-084.619541,39.102291,0,84.00,4,6.98,278.00,14/9/2009,12:4:54,0
-084.619541,39.102296,0,80.00,4,6.97,278.00,14/9/2009,12:4:55,0
-084.619541,39.102298,0,80.00,5,6.97,278.00,14/9/2009,12:4:56,0
-084.619543,39.102295,0,80.00,5,6.97,278.00,14/9/2009,12:4:57,0
-084.619543,39.102295,0,80.00,5,6.96,278.00,14/9/2009,12:4:58,0
-084.619543,39.102295,0,80.00,5,6.95,278.00,14/9/2009,12:4:59,0
-084.619543,39.102295,0,80.00,5,6.94,278.00,14/9/2009,12:5:0,0
-084.619543,39.102295,0,80.00,5,6.94,278.00,14/9/2009,12:5:1,0
-084.619543,39.102295,0,80.00,5,6.93,278.00,14/9/2009,12:5:2,0
-084.619543,39.102295,0,80.00,5,6.94,278.00,14/9/2009,12:5:3,0
-084.619543,39.102295,0,80.00,5,6.92,278.00,14/9/2009,12:5:4,0
-084.619543,39.102295,0,80.00,5,6.92,278.00,14/9/2009,12:5:5,0
-084.619543,39.102295,0,80.00,5,6.00,278.00,14/9/2009,12:5:6,0
-084.619543,39.102295,0,80.00,5,6.00,278.00,14/9/2009,12:5:7,0
-084.619543,39.102295,0,80.00,5,5.99,278.00,14/9/2009,12:5:8,0
-084.619546,39.102293,0,88.00,5,1.13,278.00,14/9/2009,12:5:9,0
-084.619548,39.102286,2,96.00,5,5.99,278.00,14/9/2009,12:5:10,0
-084.619550,39.102281,0,102.00,5,5.99,278.00,14/9/2009,12:5:11,0
-084.619551,39.102278,0,110.00,5,5.98,278.00,14/9/2009,12:5:12,0
-084.619510,39.102276,6,100.00,5,5.98,278.00,14/9/2009,12:5:13,3
-084.619475,39.102273,11,98.00,5,5.98,278.00,14/9/2009,12:5:14,3
-084.619426,39.102265,15,98.00,5,5.98,278.00,14/9/2009,12:5:15,4
-084.619368,39.102250,19,100.00,5,5.98,278.00,14/9/2009,12:5:16,5
-084.619300,39.102228,22,102.00,5,5.98,278.00,14/9/2009,12:5:17,6
-084.619220,39.102210,26,102.00,5,5.97,278.00,14/9/2009,12:5:18,7
-084.619130,39.102180,28,104.00,5,5.97,278.00,14/9/2009,12:5:19,8
-084.619028,39.102156,31,102.00,5,5.97,278.00,14/9/2009,12:5:20,9
-084.618926,39.102126,31,104.00,5,5.97,278.00,14/9/2009,12:5:21,9
-084.618831,39.102101,30,106.00,5,5.96,278.00,14/9/2009,12:5:22,8
-084.618740,39.102078,28,106.00,5,5.96,278.00,14/9/2009,12:5:23,8
-084.618666,39.102046,24,108.00,5,5.96,278.00,14/9/2009,12:5:24,7
-084.618591,39.102018,24,110.00,5,5.96,278.00,14/9/2009,12:5:25,7
-084.618528,39.101993,20,110.00,5,5.95,278.00,14/9/2009,12:5:26,6
-084.618468,39.101975,19,112.00,5,5.95,278.00,14/9/2009,12:5:27,5
-084.618416,39.101970,15,114.00,5,5.95,278.00,14/9/2009,12:5:28,4
-084.618370,39.101966,11,116.00,5,5.95,278.00,14/9/2009,12:5:29,3
-084.618326,39.101965,11,116.00,5,5.95,278.00,14/9/2009,12:5:30,3
-084.618288,39.101948,13,112.00,5,5.94,278.00,14/9/2009,12:5:31,3
-084.618240,39.101933,17,108.00,5,5.94,278.00,14/9/2009,12:5:32,4
-084.618180,39.101925,17,106.00,5,5.94,278.00,14/9/2009,12:5:33,5
-084.618116,39.101913,19,106.00,5,5.94,278.00,14/9/2009,12:5:34,5
-084.618051,39.101896,19,106.00,5,5.93,278.00,14/9/2009,12:5:35,5
-084.617971,39.101901,22,102.00,5,5.93,278.00,14/9/2009,12:5:36,6
-084.617895,39.101901,20,104.00,5,5.93,278.00,14/9/2009,12:5:37,6
-084.617821,39.101900,19,104.00,5,5.93,278.00,14/9/2009,12:5:38,6
-084.617753,39.101903,17,104.00,5,5.93,278.00,14/9/2009,12:5:39,5
-084.617701,39.101898,15,104.00,5,5.92,278.00,14/9/2009,12:5:40,4
-084.617660,39.101895,11,106.00,5,5.92,278.00,14/9/2009,12:5:41,3
-084.617631,39.101903,7,104.00,5,5.92,278.00,14/9/2009,12:5:42,2
-084.617631,39.101903,4,108.00,5,5.92,278.00,14/9/2009,12:5:43,0
-084.617603,39.101898,4,112.00,5,5.92,278.00,14/9/2009,12:5:44,2
-084.617596,39.101886,4,116.00,5,5.91,278.00,14/9/2009,12:5:45,1
-084.617568,39.101890,7,102.00,5,5.91,278.00,14/9/2009,12:5:46,2
-084.617528,39.101898,7,102.00,5,5.91,278.00,14/9/2009,12:5:47,3
-084.617491,39.101888,9,106.00,5,5.91,278.00,14/9/2009,12:5:48,3
-084.617460,39.101873,9,108.00,5,5.90,278.00,14/9/2009,12:5:49,3
-084.617435,39.101841,9,114.00,5,5.90,278.00,14/9/2009,12:5:50,4
-084.617408,39.101806,9,120.00,5,5.90,278.00,14/9/2009,12:5:51,4
-084.617385,39.101786,9,124.00,5,5.90,278.00,14/9/2009,12:5:52,2
-084.617355,39.101740,11,128.00,5,5.90,278.00,14/9/2009,12:5:53,5
-084.617331,39.101696,11,132.00,5,5.89,278.00,14/9/2009,12:5:54,5
-084.617313,39.101655,11,134.00,5,5.89,278.00,14/9/2009,12:5:55,4
-084.617296,39.101585,13,138.00,5,5.89,278.00,14/9/2009,12:5:56,7
-084.617276,39.101515,15,142.00,5,5.89,278.00,14/9/2009,12:5:57,7
-084.617281,39.101438,15,148.00,5,5.88,278.00,14/9/2009,12:5:58,8
-084.617271,39.101355,15,152.00,5,5.88,278.00,14/9/2009,12:5:59,9
-084.617255,39.101281,17,152.00,5,5.88,278.00,14/9/2009,12:6:0,8
-084.617246,39.101208,17,154.00,5,5.88,278.00,14/9/2009,12:6:1,8
-084.617235,39.101113,19,156.00,5,5.87,278.00,14/9/2009,12:6:2,10
-084.617233,39.101005,20,158.00,5,5.87,278.00,14/9/2009,12:6:3,12
-084.617228,39.100898,22,158.00,5,5.87,278.00,14/9/2009,12:6:4,11
-084.617230,39.100756,24,160.00,5,5.87,278.00,14/9/2009,12:6:5,15
-084.617228,39.100641,24,162.00,5,5.86,278.00,14/9/2009,12:6:6,12
-084.617231,39.100378,28,166.00,5,5.86,278.00,14/9/2009,12:6:8,29
-084.617231,39.100378,28,166.00,5,5.86,278.00,14/9/2009,12:6:9,0
-084.617230,39.100271,28,168.00,5,5.86,278.00,14/9/2009,12:6:10,11
-084.617846,39.097540,63,184.00,6,1.33,277.00,14/9/2009,12:6:20,308
-084.617870,39.097373,63,184.00,6,1.33,277.00,14/9/2009,12:6:21,18
-084.617890,39.097215,63,182.00,6,1.33,277.00,14/9/2009,12:6:22,17
-084.617906,39.097056,61,182.00,6,1.33,277.00,14/9/2009,12:6:23,17
-084.617921,39.096900,61,182.00,6,1.33,277.00,14/9/2009,12:6:24,17
-084.617935,39.096745,61,182.00,6,1.33,277.00,14/9/2009,12:6:25,17
-084.617948,39.096590,59,182.00,6,1.33,277.00,14/9/2009,12:6:26,17
-084.617960,39.096436,59,182.00,6,1.33,277.00,14/9/2009,12:6:27,17
-084.617976,39.096288,59,184.00,6,1.33,277.00,14/9/2009,12:6:28,16
-084.617990,39.096135,59,182.00,6,1.33,277.00,14/9/2009,12:6:29,17
-084.618006,39.095980,61,184.00,6,1.33,277.00,14/9/2009,12:6:30,17
-084.618020,39.095823,61,184.00,6,1.33,277.00,14/9/2009,12:6:31,17
-084.618035,39.095670,61,184.00,6,1.33,277.00,14/9/2009,12:6:32,17
-084.618048,39.095513,61,184.00,6,1.33,277.00,14/9/2009,12:6:33,17
-084.618060,39.095360,61,184.00,6,1.33,277.00,14/9/2009,12:6:34,17
-084.618075,39.095208,59,184.00,6,1.33,277.00,14/9/2009,12:6:35,16
-084.618091,39.095063,57,184.00,6,1.33,277.00,14/9/2009,12:6:36,16
-084.618103,39.094920,56,184.00,6,1.33,277.00,14/9/2009,12:6:37,15
-084.618113,39.094783,54,182.00,6,1.33,276.00,14/9/2009,12:6:38,15
-084.618121,39.094656,50,182.00,6,1.33,277.00,14/9/2009,12:6:39,14
-084.618128,39.094538,48,182.00,6,1.33,277.00,14/9/2009,12:6:40,13
-084.618138,39.094425,44,182.00,6,1.33,277.00,14/9/2009,12:6:41,12
-084.618145,39.094320,41,182.00,6,1.33,276.00,14/9/2009,12:6:42,11
-084.618150,39.094245,33,184.00,6,1.33,276.00,14/9/2009,12:6:43,8
-084.618156,39.094170,28,184.00,6,1.33,277.00,14/9/2009,12:6:44,8
-084.618160,39.094103,24,184.00,6,1.33,276.00,14/9/2009,12:6:45,7
-084.618161,39.094050,19,186.00,6,1.33,276.00,14/9/2009,12:6:46,5
-084.618156,39.094011,13,184.00,6,1.33,276.00,14/9/2009,12:6:47,4
-084.618161,39.093986,7,188.00,6,1.33,276.00,14/9/2009,12:6:48,2
-084.618163,39.093973,4,192.00,6,1.33,276.00,14/9/2009,12:6:49,1
-084.618158,39.093966,2,190.00,6,1.33,276.00,14/9/2009,12:6:50,0
-084.618153,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:6:51,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:6:52,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:6:53,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:6:54,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:6:55,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:6:56,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:6:57,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:6:58,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:6:59,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:0,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:1,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:2,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:3,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:4,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:5,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:6,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:7,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:8,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:9,0
-084.618156,39.093973,0,190.00,6,1.33,275.00,14/9/2009,12:7:10,0
-084.618156,39.093973,0,190.00,6,1.34,275.00,14/9/2009,12:7:11,0
-084.618156,39.093973,0,190.00,6,1.34,275.00,14/9/2009,12:7:12,0
-084.618156,39.093973,0,190.00,6,1.34,275.00,14/9/2009,12:7:13,0
-084.618156,39.093973,0,190.00,6,1.34,275.00,14/9/2009,12:7:14,0
-084.618156,39.093973,0,190.00,5,1.50,275.00,14/9/2009,12:7:15,0
-084.618156,39.093973,0,190.00,6,1.50,275.00,14/9/2009,12:7:16,0
-084.618156,39.093973,0,190.00,6,1.50,275.00,14/9/2009,12:7:17,0
-084.618156,39.093973,0,190.00,6,1.50,275.00,14/9/2009,12:7:18,0
-084.618156,39.093973,0,190.00,6,1.50,275.00,14/9/2009,12:7:19,0
-084.618156,39.093973,0,190.00,6,1.50,275.00,14/9/2009,12:7:20,0
-084.618156,39.093973,0,190.00,6,1.50,275.00,14/9/2009,12:7:21,0
-084.618156,39.093973,0,190.00,6,1.50,275.00,14/9/2009,12:7:22,0
-084.618156,39.093973,0,190.00,6,1.50,275.00,14/9/2009,12:7:23,0
-084.618156,39.093973,0,190.00,6,1.50,275.00,14/9/2009,12:7:24,0
-084.618156,39.093973,0,190.00,6,1.50,275.00,14/9/2009,12:7:25,0
-084.618156,39.093973,0,190.00,6,1.34,275.00,14/9/2009,12:7:26,0
-084.618156,39.093973,0,190.00,5,1.36,275.00,14/9/2009,12:7:27,0
-084.618156,39.093973,0,190.00,5,1.36,275.00,14/9/2009,12:7:28,0
-084.618156,39.093973,9,170.00,5,1.36,275.00,14/9/2009,12:7:29,0
-084.618148,39.093946,11,164.00,6,0.92,275.00,14/9/2009,12:7:30,3
-084.618115,39.093925,9,126.00,6,1.34,275.00,14/9/2009,12:7:31,3
-084.618031,39.093920,17,104.00,6,1.34,275.00,14/9/2009,12:7:32,7
-084.617963,39.093908,20,102.00,6,1.34,275.00,14/9/2009,12:7:33,5
-084.617883,39.093898,24,100.00,6,1.34,275.00,14/9/2009,12:7:34,6
-084.617788,39.093905,28,90.00,6,1.34,275.00,14/9/2009,12:7:35,8
-084.617788,39.093923,33,84.00,6,1.34,275.00,14/9/2009,12:7:36,2
-084.617556,39.093940,35,82.00,6,1.34,275.00,14/9/2009,12:7:37,20
-084.617426,39.093955,39,82.00,6,1.34,275.00,14/9/2009,12:7:38,11
-084.617246,39.093985,44,82.00,6,1.34,275.00,14/9/2009,12:7:39,15
-084.617090,39.094005,48,82.00,6,1.34,276.00,14/9/2009,12:7:40,13
-084.616918,39.094030,50,82.00,6,1.34,276.00,14/9/2009,12:7:41,15
-084.616745,39.094053,52,82.00,6,1.34,276.00,14/9/2009,12:7:42,15
-084.616565,39.094083,54,80.00,6,1.34,276.00,14/9/2009,12:7:43,15
-084.616381,39.094113,56,80.00,6,1.34,276.00,14/9/2009,12:7:44,16
-084.616195,39.094148,56,80.00,6,1.34,276.00,14/9/2009,12:7:45,16
-084.616006,39.094190,56,78.00,6,1.34,276.00,14/9/2009,12:7:46,16
-084.615820,39.094228,56,78.00,6,1.34,276.00,14/9/2009,12:7:47,16
-084.615633,39.094266,56,78.00,6,1.34,276.00,14/9/2009,12:7:48,16
-084.615445,39.094305,57,78.00,6,1.34,276.00,14/9/2009,12:7:49,16
-084.615251,39.094351,59,76.00,6,1.34,276.00,14/9/2009,12:7:50,17
-084.615061,39.094386,57,76.00,6,1.34,276.00,14/9/2009,12:7:51,16
-084.614873,39.094425,57,76.00,6,1.34,276.00,14/9/2009,12:7:52,16
-084.614690,39.094461,56,76.00,6,1.34,276.00,14/9/2009,12:7:53,16
-084.614508,39.094500,56,76.00,6,1.34,276.00,14/9/2009,12:7:54,16
-084.614326,39.094536,56,76.00,6,1.34,276.00,14/9/2009,12:7:55,16
