Longitude,Latitude,Speed(kilometer),Course(degrees),Number Of Satellites,HDOP,Altitude(meters),DD/MM/YY,HH:MM:SS,Distance(meters)
-084.619700,39.102280,0,12.00,9,0.86,271.00,14/9/2009,12:8:3,0
-084.619700,39.102280,0,12.00,8,1.10,271.00,14/9/2009,12:8:4,0
-084.619700,39.102280,0,12.00,8,1.10,271.00,14/9/2009,12:8:5,0
-084.619700,39.102280,0,12.00,8,1.10,271.00,14/9/2009,12:8:6,0
-084.619700,39.102280,0,12.00,8,1.10,271.00,14/9/2009,12:8:7,0
-084.619700,39.102280,0,12.00,8,1.10,271.00,14/9/2009,12:8:8,0
-084.619700,39.102280,0,12.00,8,1.10,271.00,14/9/2009,12:8:9,0
-084.619700,39.102280,0,12.00,8,1.10,271.00,14/9/2009,12:8:10,0
-084.619700,39.102280,0,12.00,8,1.10,271.00,14/9/2009,12:8:11,0
-084.619700,39.102280,0,12.00,7,1.17,271.00,14/9/2009,12:8:12,0
-084.619700,39.102280,0,12.00,7,1.17,271.00,14/9/2009,12:8:13,0
-084.619700,39.102280,0,12.00,7,1.17,271.00,14/9/2009,12:8:14,0
-084.619700,39.102280,0,12.00,7,1.17,271.00,14/9/2009,12:8:15,0
-084.619721,39.102268,0,0.00,5,1.20,215.00,14/9/2009,12:28:25,2
-084.619726,39.102265,0,0.00,5,1.20,218.00,14/9/2009,12:28:26,0
-084.619740,39.102258,0,0.00,5,1.20,218.00,14/9/2009,12:28:27,1
-084.619743,39.102240,0,0.00,8,1.20,218.00,14/9/2009,12:28:28,2
-084.619701,39.102245,0,0.00,7,1.60,235.00,14/9/2009,12:28:29,3
-084.619681,39.102213,0,196.00,7,1.60,243.00,14/9/2009,12:28:30,3
-084.619673,39.102220,0,220.00,7,1.60,246.00,14/9/2009,12:28:31,1
-084.619661,39.102223,0,216.00,8,1.20,250.00,14/9/2009,12:28:32,1
-084.619618,39.102241,0,216.00,8,1.20,258.00,14/9/2009,12:28:33,4
-084.619580,39.102268,0,134.00,8,1.20,275.00,14/9/2009,12:28:34,4
-084.619581,39.102271,0,148.00,8,1.20,280.00,14/9/2009,12:28:35,0
-084.619573,39.102256,2,132.00,8,1.20,280.00,14/9/2009,12:28:36,1
-084.619561,39.102246,0,122.00,8,1.20,285.00,14/9/2009,12:28:37,1
-084.619566,39.102223,0,122.00,8,1.20,286.00,14/9/2009,12:28:38,2
-084.619566,39.102243,0,122.00,8,1.20,287.00,14/9/2009,12:28:39,2
-084.619570,39.102235,0,122.00,8,1.20,287.00,14/9/2009,12:28:40,0
-084.619568,39.102253,0,114.00,8,1.20,284.00,14/9/2009,12:28:41,2
-084.619555,39.102241,2,124.00,8,1.20,286.00,14/9/2009,12:28:42,1
-084.619541,39.102240,2,112.00,8,1.20,285.00,14/9/2009,12:28:43,1
-084.619523,39.102251,0,112.00,8,1.20,285.00,14/9/2009,12:28:44,1
-084.619516,39.102266,0,112.00,8,1.20,280.00,14/9/2009,12:28:45,1
-084.619513,39.102278,0,112.00,7,1.20,281.00,14/9/2009,12:28:46,1
-084.619518,39.102281,0,112.00,7,1.11,280.00,14/9/2009,12:28:47,0
-084.619520,39.102285,0,112.00,8,1.20,279.00,14/9/2009,12:28:48,0
-084.619528,39.102286,2,272.00,8,1.20,279.00,14/9/2009,12:28:49,0
-084.619538,39.102290,2,276.00,8,1.20,278.00,14/9/2009,12:28:50,0
-084.619543,39.102303,0,276.00,8,1.20,278.00,14/9/2009,12:28:51,1
-084.619556,39.102305,0,310.00,8,1.90,278.00,14/9/2009,12:28:52,1
-084.619560,39.102308,0,308.00,8,1.20,278.00,14/9/2009,12:28:53,0
-084.619560,39.102311,0,308.00,8,1.20,278.00,14/9/2009,12:28:54,0
-084.619560,39.102315,0,308.00,7,1.20,278.00,14/9/2009,12:28:55,0
-084.619558,39.102316,0,308.00,8,1.11,278.00,14/9/2009,12:28:56,0
-084.619556,39.102318,0,308.00,8,1.11,278.00,14/9/2009,12:28:57,0
-084.619555,39.102318,0,308.00,7,1.29,279.00,14/9/2009,12:28:58,0
-084.619555,39.102320,0,308.00,8,1.29,279.00,14/9/2009,12:28:59,0
-084.619553,39.102320,0,308.00,8,1.20,279.00,14/9/2009,12:29:0,0
-084.619553,39.102320,0,308.00,8,1.20,279.00,14/9/2009,12:29:1,0
-084.619553,39.102320,0,308.00,7,1.30,279.00,14/9/2009,12:29:2,0
-084.619553,39.102318,0,308.00,8,1.20,279.00,14/9/2009,12:29:3,0
-084.619550,39.102315,0,308.00,8,1.20,279.00,14/9/2009,12:29:4,0
-084.619548,39.102313,0,308.00,8,1.20,279.00,14/9/2009,12:29:5,0
-084.619546,39.102313,0,308.00,7,1.30,279.00,14/9/2009,12:29:6,0
-084.619545,39.102311,0,308.00,7,1.30,279.00,14/9/2009,12:29:7,0
-084.619545,39.102311,0,308.00,8,1.20,279.00,14/9/2009,12:29:8,0
-084.619543,39.102311,0,308.00,8,1.20,279.00,14/9/2009,12:29:9,0
-084.619543,39.102310,0,308.00,8,1.20,279.00,14/9/2009,12:29:10,0
-084.619543,39.102310,0,308.00,7,1.60,279.00,14/9/2009,12:29:11,0
-084.619541,39.102310,0,308.00,8,1.20,279.00,14/9/2009,12:29:12,0
-084.619541,39.102310,0,308.00,8,1.20,279.00,14/9/2009,12:29:13,0
-084.619541,39.102308,0,308.00,8,1.20,279.00,14/9/2009,12:29:14,0
-084.619541,39.102308,0,308.00,8,1.20,279.00,14/9/2009,12:29:15,0
-084.619541,39.102308,0,308.00,8,1.20,279.00,14/9/2009,12:29:16,0
-084.619541,39.102308,0,308.00,8,1.20,279.00,14/9/2009,12:29:17,0
-084.619541,39.102306,0,308.00,8,1.20,279.00,14/9/2009,12:29:18,0
-084.619541,39.102306,0,308.00,8,1.20,279.00,14/9/2009,12:29:19,0
-084.619541,39.102306,0,308.00,8,1.10,279.00,14/9/2009,12:29:20,0
-084.619541,39.102306,0,308.00,8,1.20,279.00,14/9/2009,12:29:21,0
-084.619541,39.102305,0,308.00,8,1.20,279.00,14/9/2009,12:29:22,0
-084.619541,39.102305,0,308.00,8,1.20,279.00,14/9/2009,12:29:23,0
-084.619541,39.102305,0,308.00,8,1.20,279.00,14/9/2009,12:29:24,0
-084.619541,39.102301,0,308.00,8,1.20,279.00,14/9/2009,12:29:25,0
-084.619541,39.102300,0,308.00,8,1.20,279.00,14/9/2009,12:29:26,0
-084.619543,39.102298,0,308.00,8,1.20,279.00,14/9/2009,12:29:27,0
-084.619543,39.102296,0,308.00,8,1.20,279.00,14/9/2009,12:29:28,0
-084.619543,39.102296,0,308.00,8,1.20,279.00,14/9/2009,12:29:29,0
-084.619543,39.102295,0,308.00,8,1.20,279.00,14/9/2009,12:29:30,0
-084.619543,39.102293,0,308.00,7,1.20,279.00,14/9/2009,12:29:31,0
-084.619543,39.102291,0,308.00,7,1.20,279.00,14/9/2009,12:29:32,0
-084.619541,39.102291,0,308.00,8,1.20,279.00,14/9/2009,12:29:33,0
-084.619541,39.102291,0,308.00,7,1.20,279.00,14/9/2009,12:29:34,0
-084.619541,39.102291,0,308.00,8,1.20,279.00,14/9/2009,12:29:35,0
-084.619541,39.102291,0,308.00,8,1.10,279.00,14/9/2009,12:29:36,0
-084.619541,39.102291,0,308.00,8,1.10,279.00,14/9/2009,12:29:37,0
-084.619541,39.102291,0,308.00,8,1.20,279.00,14/9/2009,12:29:38,0
-084.619541,39.102291,0,308.00,7,1.20,279.00,14/9/2009,12:29:39,0
-084.619541,39.102291,0,308.00,7,1.20,279.00,14/9/2009,12:29:40,0
-084.619541,39.102291,0,308.00,7,1.60,279.00,14/9/2009,12:29:41,0
-084.619541,39.102291,0,308.00,8,1.20,279.00,14/9/2009,12:29:42,0
-084.619541,39.102291,0,308.00,7,1.60,279.00,14/9/2009,12:29:43,0
-084.619540,39.102291,0,308.00,6,1.24,279.00,14/9/2009,12:29:44,0
-084.619540,39.102291,0,308.00,6,1.24,279.00,14/9/2009,12:29:45,0
-084.619538,39.102291,0,308.00,7,1.60,279.00,14/9/2009,12:29:46,0
-084.619538,39.102293,0,308.00,7,1.60,279.00,14/9/2009,12:29:47,0
-084.619536,39.102295,0,308.00,7,1.60,279.00,14/9/2009,12:29:48,0
-084.619535,39.102295,0,308.00,7,1.20,279.00,14/9/2009,12:29:49,0
-084.619535,39.102296,0,308.00,8,1.20,279.00,14/9/2009,12:29:50,0
-084.619535,39.102296,0,308.00,8,1.20,279.00,14/9/2009,12:29:51,0
-084.619533,39.102296,0,308.00,8,1.20,279.00,14/9/2009,12:29:52,0
